Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",12.0,3.0,4.0,16.0,,,,,,,,,,1.0,,,,,,,,,
10,"Ashcroft, Marcus",12.0,7.0,5.0,17.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,
36,"Bartlett, Trent",4.0,2.0,5.0,9.0,,,,,,,,,1.0,,,,,,,,,,
25,"Bews, Andrew",13.0,1.0,6.0,19.0,,,,2.0,,,,,1.0,,,,,,,,,,
1,"Champion, Richard",8.0,6.0,4.0,12.0,,,,1.0,,,,,1.0,,,,,,,,,,
5,"Chapman, Nathan",6.0,2.0,4.0,10.0,,,,,,,,,,1.0,,,,,,,,,
16,"Clarke, Matthew",5.0,4.0,7.0,12.0,,,13.0,,,,,,,1.0,1.0,,,,,,,,
6,"Fletcher, Adrian",13.0,2.0,9.0,22.0,,1.0,,3.0,,,,,3.0,2.0,,,,,,,,,
32,"Hart, Shaun",15.0,9.0,11.0,26.0,4.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,
44,"Lappin, Nigel",12.0,6.0,3.0,15.0,1.0,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,
34,"Lawrence, Steven",,,,,,,,,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",11.0,3.0,10.0,21.0,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
7,"McIvor, Scott",5.0,1.0,2.0,7.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,
19,"McLean, Michael",10.0,,6.0,16.0,,,,,,,,,,,,,,,,,,,
4,"McRae, Craig",11.0,2.0,3.0,14.0,2.0,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
24,"Merrett, Roger",6.0,4.0,2.0,8.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,
22,"Scott, Chris",11.0,8.0,6.0,17.0,,,,1.0,,,,,,2.0,,,,,,,,,
38,"Scott, Dion",9.0,4.0,2.0,11.0,3.0,1.0,4.0,3.0,,,,,1.0,2.0,,,,,,,,,
3,"Voss, Michael",20.0,8.0,10.0,30.0,1.0,,,1.0,,,,,1.0,,3.0,,,,,,,,
33,"White, Darryl",6.0,6.0,3.0,9.0,3.0,,2.0,,,,,,,2.0,,,,,,,,,
Totals,Totals,190.0,78.0,102.0,292.0,19.0,12.0,19.0,21.0,,,,,15.0,17.0,4.0,,,,,,,,
Opposition,Opposition,187.0,84.0,108.0,295.0,17.0,9.0,20.0,22.0,,,,,17.0,15.0,2.0,,,,,,,,
