Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
45,"Abbott, Ryan",5,3,6,11,1,,24.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,,6.0,8.0,,1.0,3.0,,,83.0
4,"Ablett, Gary",10,2,3,13,2,2.0,,5.0,,2.0,,2.0,,1.0,,2.0,10.0,,1.0,,,,87.0
46,"Blicavs, Mark",6,3,5,11,,,,1.0,3.0,,,,1.0,,,3.0,8.0,,,8.0,,,93.0
6,"Clark, Jordan",5,1,2,7,,,,1.0,,3.0,,1.0,1.0,,,3.0,4.0,,,,1.0,1.0,64.0
18,"Constable, Charlie",2,,9,11,1,1.0,,6.0,,,1.0,4.0,1.0,4.0,,10.0,3.0,,,,,1.0,63.0
40,"Dahlhaus, Luke",7,3,10,17,,1.0,,4.0,1.0,4.0,2.0,1.0,2.0,,,6.0,12.0,,1.0,,,,79.0
35,"Dangerfield, Patrick",12,4,11,23,1,,,4.0,,3.0,6.0,4.0,2.0,2.0,,13.0,12.0,1.0,1.0,,,2.0,77.0
22,"Duncan, Mitch",16,11,9,25,3,,,2.0,1.0,6.0,,,,,3.0,5.0,22.0,2.0,1.0,3.0,,2.0,88.0
28,"Fort, Darcy",7,3,2,9,3,,18.0,2.0,,2.0,1.0,1.0,3.0,1.0,,7.0,1.0,3.0,2.0,1.0,,,86.0
29,"Guthrie, Cameron",8,3,3,11,1,,,7.0,,2.0,2.0,3.0,1.0,1.0,,4.0,7.0,,1.0,1.0,,1.0,71.0
26,"Hawkins, Tom",8,4,2,10,4,,,,,2.0,,3.0,1.0,2.0,,6.0,4.0,3.0,3.0,,,2.0,89.0
38,"Henry, Jack",6,3,3,9,,,,1.0,3.0,1.0,,,2.0,,,4.0,5.0,1.0,,2.0,,,75.0
11,"Kelly, Tim",10,3,10,20,,,,,1.0,8.0,10.0,2.0,,1.0,,14.0,9.0,,,2.0,1.0,2.0,84.0
8,"Kolodjashnij, Jake",7,3,2,9,,,,1.0,1.0,,,1.0,1.0,1.0,,4.0,5.0,2.0,,5.0,,,90.0
32,"Miers, Gryan",7,3,6,13,1,,,3.0,,2.0,,4.0,1.0,,,7.0,8.0,,2.0,1.0,1.0,3.0,86.0
42,"OConnor, Mark",10,6,2,12,,,,2.0,6.0,1.0,1.0,,1.0,,,4.0,7.0,1.0,,3.0,,,94.0
3,"Parfitt, Brandan",9,1,9,18,1,,,6.0,,5.0,4.0,4.0,1.0,2.0,,12.0,5.0,1.0,,,,1.0,79.0
23,"Rohan, Gary",11,7,3,14,3,2.0,,2.0,,3.0,,,2.0,,,9.0,5.0,4.0,4.0,1.0,,1.0,86.0
14,"Selwood, Joel",15,4,6,21,,,,2.0,4.0,3.0,4.0,3.0,1.0,1.0,,9.0,13.0,,,,,2.0,79.0
44,"Stewart, Tom",19,6,3,22,,,,1.0,8.0,1.0,,1.0,,1.0,1.0,6.0,9.0,1.0,,4.0,,,78.0
7,"Taylor, Harry",5,4,11,16,,,,1.0,3.0,,,4.0,1.0,1.0,,11.0,6.0,2.0,,4.0,,,87.0
2,"Tuohy, Zach",10,3,9,19,,,,,4.0,,,1.0,1.0,1.0,,8.0,10.0,1.0,,1.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,80,126,321,21,7.0,42.0,55.0,36.0,50.0,34.0,43.0,24.0,22.0,4.0,153.0,173.0,22.0,17.0,39.0,3.0,18.0,
Opposition,Opposition,186,63,175,361,13,11.0,27.0,53.0,28.0,50.0,44.0,49.0,22.0,23.0,2.0,134.0,226.0,5.0,13.0,46.0,5.0,11.0,
