Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Casboult, Levi",5,4,3,8,3,,9.0,1.0,,2.0,1.0,5.0,1.0,4.0,,4.0,5.0,,3.0,5.0,,,90.0
35,"Curnow, Ed",16,3,7,23,,,,11.0,2.0,7.0,4.0,6.0,2.0,2.0,,10.0,13.0,,,1.0,1.0,3.0,85.0
2,"Dow, Paddy",5,2,2,7,1,,,1.0,,2.0,,2.0,1.0,1.0,,3.0,4.0,,1.0,,,1.0,77.0
25,"Fisher, Zac",5,2,9,14,1,,,1.0,1.0,2.0,3.0,1.0,2.0,,,3.0,10.0,,1.0,1.0,2.0,,76.0
40,"Gibbons, Michael",6,3,6,12,1,,,2.0,,2.0,2.0,5.0,1.0,3.0,,5.0,7.0,,1.0,,,1.0,65.0
14,"Jones, Liam",4,2,1,5,,,,1.0,1.0,,,4.0,,3.0,,4.0,2.0,1.0,,12.0,,,100.0
7,"Kennedy, Matthew",8,3,,8,2,4.0,,,,2.0,,,2.0,,,6.0,3.0,1.0,2.0,,,,83.0
8,"Kreuzer, Matthew",11,5,6,17,,,26.0,1.0,4.0,3.0,9.0,2.0,1.0,,,13.0,5.0,2.0,1.0,6.0,,2.0,74.0
16,"Lang, Darcy",8,5,2,10,,,,2.0,,3.0,,,1.0,,,5.0,5.0,1.0,,1.0,,2.0,75.0
22,"Marchbank, Caleb",5,3,5,10,,,,1.0,,1.0,,3.0,2.0,2.0,,9.0,2.0,1.0,,2.0,,,94.0
11,"McGovern, Mitch",5,,,5,,2.0,,2.0,,1.0,,,3.0,,,3.0,1.0,,,,,,78.0
3,"Murphy, Marc",13,1,11,24,,,,6.0,,4.0,8.0,2.0,4.0,1.0,,11.0,12.0,,,2.0,,,92.0
24,"Newman, Nic",19,7,7,26,,1.0,,5.0,12.0,1.0,2.0,7.0,1.0,1.0,,4.0,17.0,,,2.0,2.0,,86.0
4,"OBrien, Lochie",5,4,4,9,1,,,1.0,2.0,,1.0,3.0,,1.0,,3.0,6.0,,1.0,,,,75.0
5,"Petrevski-Seton, Sam",8,,9,17,,,,4.0,,1.0,3.0,6.0,1.0,4.0,,13.0,7.0,,,1.0,,,85.0
20,"Plowman, Lachie",7,4,6,13,,,,4.0,2.0,,2.0,6.0,,1.0,,4.0,9.0,,,6.0,,,85.0
43,"Setterfield, Will",9,2,4,13,3,2.0,,2.0,,,1.0,4.0,3.0,,,5.0,8.0,,1.0,,,,76.0
1,"Silvagni, Jack",13,10,5,18,3,,,3.0,1.0,4.0,2.0,1.0,,,,8.0,10.0,3.0,2.0,1.0,,1.0,82.0
6,"Simpson, Kade",9,1,6,15,,,,3.0,3.0,2.0,,2.0,1.0,,,5.0,8.0,,,,,,88.0
39,"Thomas, Dale",11,5,4,15,,,,4.0,3.0,5.0,,,,,,5.0,6.0,2.0,,2.0,,,79.0
18,"Walsh, Sam",11,5,14,25,,,,7.0,2.0,3.0,1.0,4.0,,2.0,,11.0,15.0,,,,,,87.0
23,"Weitering, Jacob",6,4,2,8,,,,1.0,4.0,,1.0,1.0,,1.0,,4.0,4.0,1.0,,7.0,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,75,113,302,15,10.0,35.0,63.0,37.0,45.0,40.0,64.0,26.0,26.0,,138.0,159.0,12.0,13.0,49.0,5.0,10.0,
Opposition,Opposition,221,103,150,371,15,15.0,48.0,61.0,30.0,53.0,36.0,58.0,26.0,26.0,6.0,141.0,228.0,11.0,16.0,39.0,1.0,12.0,
