Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",11,7,8,19,2,1.0,,3.0,1.0,2.0,1.0,5.0,,1.0,,8.0,11.0,1.0,2.0,1.0,2.0,1.0,69.0
10,"Ashcroft, Marcus",12,5,,12,,,,4.0,2.0,1.0,1.0,,,,,1.0,11.0,,,3.0,,,100.0
20,"Black, Simon",13,9,18,31,1,1.0,,5.0,1.0,5.0,8.0,2.0,1.0,1.0,,15.0,17.0,,1.0,1.0,1.0,,100.0
36,"Bradshaw, Daniel",9,8,3,12,2,,1.0,,,4.0,,,1.0,,,5.0,8.0,3.0,1.0,,1.0,1.0,70.0
16,"Brown, Jonathan",4,2,4,8,1,,1.0,1.0,,3.0,,3.0,,1.0,,3.0,5.0,,,,,1.0,33.0
1,"Caracella, Blake",14,8,12,26,1,3.0,,3.0,1.0,3.0,2.0,2.0,2.0,1.0,,13.0,13.0,1.0,3.0,3.0,,2.0,100.0
19,"Charman, Jamie",6,2,2,8,,,17.0,,2.0,1.0,3.0,1.0,1.0,,,6.0,2.0,1.0,,2.0,,,55.0
30,"Copeland, Robert",4,1,2,6,,,,1.0,1.0,,,,1.0,,,2.0,4.0,,,5.0,,,76.0
32,"Hart, Shaun",23,11,5,28,2,2.0,,2.0,2.0,10.0,1.0,1.0,,,3.0,5.0,20.0,,1.0,4.0,5.0,1.0,88.0
2,"Johnson, Chris",18,8,6,24,3,,,5.0,4.0,5.0,1.0,4.0,3.0,3.0,1.0,7.0,16.0,,2.0,4.0,5.0,3.0,100.0
44,"Lappin, Nigel",21,8,6,27,,,,4.0,6.0,3.0,2.0,,1.0,,2.0,7.0,20.0,1.0,,,6.0,,100.0
23,"Leppitsch, Justin",10,8,1,11,,,,1.0,3.0,,,,,,,4.0,6.0,2.0,,6.0,3.0,,100.0
11,"Lynch, Alastair",7,6,2,9,1,1.0,,2.0,,1.0,,2.0,2.0,2.0,,3.0,7.0,,3.0,,,1.0,100.0
43,"McDonald, Beau",4,,3,7,,1.0,14.0,,,,3.0,2.0,2.0,2.0,,5.0,2.0,,,2.0,,,45.0
4,"McRae, Craig",4,,3,7,1,,,2.0,,2.0,1.0,2.0,,2.0,,3.0,4.0,,,,,2.0,60.0
15,"Michael, Mal",3,2,2,5,,,1.0,3.0,1.0,,,,2.0,,,3.0,2.0,,,3.0,,,65.0
13,"Pike, Martin",11,7,8,19,4,1.0,,1.0,,5.0,,,,,,4.0,15.0,1.0,2.0,3.0,,,76.0
6,"Power, Luke",21,5,4,25,4,1.0,,3.0,,5.0,3.0,2.0,,1.0,,9.0,15.0,,,2.0,,,100.0
5,"Scott, Brad",18,7,10,28,,,,2.0,5.0,2.0,2.0,4.0,,1.0,,11.0,17.0,2.0,,6.0,1.0,,100.0
22,"Scott, Chris",12,7,5,17,,,,2.0,3.0,1.0,,1.0,2.0,1.0,,8.0,9.0,,,6.0,,,100.0
34,"Shattock, Aaron",4,2,2,6,1,,,1.0,,3.0,,1.0,,,,2.0,4.0,,,,1.0,1.0,61.0
3,"Voss, Michael",16,10,15,31,,1.0,1.0,3.0,2.0,8.0,6.0,4.0,1.0,1.0,,11.0,20.0,1.0,1.0,,,2.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,245,123,121,366,23,15.0,35.0,48.0,34.0,64.0,34.0,36.0,19.0,17.0,6.0,135.0,228.0,13.0,16.0,51.0,25.0,15.0,
Opposition,Opposition,176,62,92,268,11,10.0,24.0,38.0,34.0,46.0,37.0,41.0,17.0,19.0,,133.0,132.0,13.0,11.0,46.0,12.0,5.0,
