Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",22y 220d,48 (31-1-16 65.63%),9 (0.19),←,
21,"Akermanis, Jason",33y 80d,323 (196-6-121 61.61%),420 (1.30),75 (45-2-28 61.33%),113 (1.51)
5,"Boyd, Matthew",27y 261d,146 (74-2-70 51.37%),52 (0.36),←,
17,"Cooney, Adam",24y 227d,143 (75-2-66 53.15%),129 (0.90),←,
4,"Cross, Daniel",27y 46d,141 (70-3-68 50.71%),25 (0.18),←,
10,"Eagleton, Nathan",31y 186d,265 (126-5-134 48.49%),221 (0.83),209 (100-3-106 48.56%),176 (0.84)
13,"Giansiracusa, Daniel",28y 65d,176 (81-4-91 47.16%),180 (1.02),←,
9,"Gilbee, Lindsay",28y 311d,172 (87-2-83 51.16%),101 (0.59),←,
1,"Grant, Jarrad",20y 313d,5 (3-0-2 60.00%),3 (0.60),←,
8,"Hahn, Mitch",29y 5d,170 (83-2-85 49.41%),159 (0.94),←,
28,"Hall, Barry",33y 96d,258 (131-3-124 51.36%),636 (2.47),8 (5-0-3 62.50%),25 (3.13)
40,"Harbrow, Jarrod",21y 301d,56 (32-1-23 58.04%),21 (0.38),←,
25,"Hargrave, Ryan",28y 293d,171 (82-4-85 49.12%),35 (0.20),←,
7,"Higgins, Shaun",22y 72d,60 (34-1-25 57.50%),73 (1.22),←,
20,"Hill, Josh",21y 116d,48 (31-1-16 65.63%),58 (1.21),←,
15,"Hudson, Ben",31y 80d,110 (68-1-41 62.27%),10 (0.09),55 (36-1-18 66.36%),4 (0.07)
36,"Lake, Brian",28y 77d,155 (75-2-78 49.03%),20 (0.13),←,
27,"Minson, Will",25y 34d,96 (57-1-38 59.90%),49 (0.51),←,
38,"Morris, Dale",27y 137d,119 (70-2-47 59.66%),2 (0.02),←,
2,"Murphy, Robert",27y 340d,175 (78-4-93 45.71%),142 (0.81),←,
18,"Stack, Brennan",21y 354d,5 (4-0-1 80.00%),8 (1.60),←,
12,"Williams, Tom",23y 302d,41 (23-1-17 57.32%),1 (0.02),←,
Totals,Totals,26y 244d,2883 (1511-48-1324 52.41%),2354 (0.82),,
C,"Eade, Rodney",52y 41d,278 (152-4-122 55.40%),,126 (71-2-53 57.14%),
