Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",4,1,6,10,2,,,1.0,,2.0,,,,,,3.0,7.0,,1.0,,,,86.0
7,"Buckley, Dylan",12,4,9,21,1,1.0,,2.0,,5.0,,5.0,,2.0,,8.0,14.0,,,,,,80.0
41,"Casboult, Levi",6,7,2,8,1,2.0,,1.0,,2.0,,2.0,,,,3.0,5.0,3.0,4.0,2.0,,,90.0
9,"Cripps, Patrick",7,4,25,32,,,1.0,8.0,1.0,1.0,10.0,2.0,,2.0,,23.0,10.0,,,1.0,,,84.0
28,"Cuningham, David",8,3,5,13,,,,2.0,1.0,6.0,1.0,2.0,1.0,,,3.0,9.0,,,1.0,1.0,,68.0
15,"Docherty, Sam",16,8,10,26,1,,,1.0,9.0,3.0,,2.0,,,,5.0,19.0,,,4.0,7.0,,91.0
4,"Gibbs, Bryce",13,3,17,30,,1.0,3.0,3.0,1.0,5.0,5.0,2.0,,1.0,,10.0,17.0,,1.0,,,1.0,76.0
32,"Graham, Nick",12,5,8,20,,3.0,,,,5.0,1.0,2.0,,,,7.0,13.0,,1.0,,,,72.0
14,"Jones, Liam",2,2,3,5,,,,2.0,,2.0,,1.0,,1.0,,2.0,4.0,,,1.0,,,87.0
11,"Kerridge, Sam",11,2,6,17,1,3.0,,4.0,1.0,3.0,1.0,3.0,1.0,2.0,,7.0,11.0,,1.0,3.0,,,84.0
8,"Kreuzer, Matthew",8,4,2,10,1,1.0,15.0,3.0,,3.0,2.0,,2.0,,,7.0,4.0,2.0,3.0,,,,74.0
34,"Phillips, Andrew",4,2,3,7,,,12.0,3.0,,,2.0,4.0,,2.0,,5.0,4.0,1.0,,3.0,,1.0,59.0
20,"Plowman, Lachie",4,3,8,12,,,,1.0,1.0,,,2.0,1.0,1.0,,4.0,8.0,,,3.0,,,81.0
17,"Rowe, Sam",3,5,11,14,,,,1.0,2.0,,,5.0,,3.0,,6.0,9.0,1.0,,7.0,,,100.0
2,"Silvagni, Jack",7,3,1,8,,2.0,,7.0,,2.0,1.0,2.0,1.0,,,2.0,5.0,,2.0,,,,84.0
6,"Simpson, Kade",22,7,13,35,,,,3.0,3.0,2.0,,5.0,1.0,1.0,,8.0,26.0,,,3.0,3.0,3.0,95.0
19,"Sumner, Liam",5,1,4,9,,1.0,,2.0,,2.0,1.0,,,,,5.0,4.0,,,1.0,,,76.0
39,"Thomas, Dale",11,4,4,15,,,,3.0,2.0,4.0,1.0,3.0,,1.0,,3.0,13.0,,,1.0,,,79.0
42,"Tuohy, Zach",16,5,8,24,,1.0,,3.0,3.0,5.0,,1.0,2.0,1.0,,4.0,22.0,,,5.0,2.0,,84.0
23,"Weitering, Jacob",9,3,8,17,,,,,4.0,4.0,,,,,,5.0,11.0,1.0,,4.0,,1.0,78.0
43,"White, Simon",7,5,8,15,,,,2.0,,,,2.0,,2.0,,5.0,10.0,,,2.0,,,84.0
46,"Wright, Matthew",15,7,5,20,3,2.0,,2.0,,5.0,1.0,1.0,,,,7.0,12.0,,3.0,1.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,88,166,368,10,19.0,31.0,54.0,28.0,61.0,26.0,46.0,9.0,19.0,,132.0,237.0,8.0,16.0,42.0,13.0,6.0,
Opposition,Opposition,216,115,164,380,15,13.0,22.0,54.0,45.0,45.0,31.0,37.0,19.0,9.0,6.0,114.0,272.0,7.0,15.0,42.0,4.0,12.0,
