Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",24y 114d,67 (25-0-42 37.31%),53 (0.79),←,
30,"Brown, Leigh",18y 17d,1 (0-0-1 0.00%),,←,
10,"Cook, Troy",23y 212d,44 (24-0-20 54.55%),11 (0.25),1 (0-0-1 0.00%),
12,"Dodd, Brad",22y 354d,27 (8-0-19 29.63%),11 (0.41),←,
18,"Fewster, Brendon",26y 67d,34 (16-0-18 47.06%),27 (0.79),1 (0-0-1 0.00%),
2,"Fletcher, Adrian",30y 153d,191 (81-2-108 42.93%),90 (0.47),39 (10-0-29 25.64%),17 (0.44)
35,"Gale, Mark",23y 309d,63 (20-0-43 31.75%),18 (0.29),←,
46,"Grover, Antoni",20y,3 (0-0-3 0.00%),,←,
4,"Hasleby, Paul",18y 273d,1 (0-0-1 0.00%),1 (1.00),←,
11,"Kickett, Dale",31y 312d,148 (59-0-89 39.86%),56 (0.38),102 (36-0-66 35.29%),16 (0.16)
28,"Koops, Steven",21y 231d,17 (4-0-13 23.53%),15 (0.88),←,
20,"Longmuir, Justin",19y 50d,2 (0-0-2 0.00%),1 (0.50),←,
21,"Longmuir, Troy",20y 291d,18 (5-0-13 27.78%),3 (0.17),1 (0-0-1 0.00%),
8,"McManus, Shaun",24y 31d,59 (18-0-41 30.51%),36 (0.61),←,
16,"Michael, Clem",23y 239d,24 (8-0-16 33.33%),10 (0.42),←,
6,"Modra, Tony",31y 10d,139 (60-1-78 43.53%),516 (3.71),21 (5-0-16 23.81%),76 (3.62)
25,"Norrish, Jason",28y 45d,105 (40-0-65 38.10%),20 (0.19),85 (28-0-57 32.94%),18 (0.21)
23,"Parker, Shane",27y 22d,89 (30-0-59 33.71%),6 (0.07),←,
36,"Prescott, Ashley",27y 182d,112 (52-1-59 46.88%),19 (0.17),22 (5-0-17 22.73%),4 (0.18)
15,"Sinclair, Jess",21y 198d,41 (10-0-31 24.39%),21 (0.51),←,
19,"Walker, James",21y 56d,14 (2-0-12 14.29%),1 (0.07),←,
26,"Waterhouse, Clive",25y 262d,65 (22-0-43 33.85%),103 (1.58),←,
Totals,Totals,24y 56d,1264 (484-4-776 38.29%),1018 (0.81),,
C,"Drum, Damian",39y 227d,23 (5-0-18 21.74%),,←,
