Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Banfield, Todd",5,4,3,8,,2.0,,1.0,,4.0,,2.0,1.0,1.0,,4.0,5.0,1.0,,1.0,,,84.0
20,"Black, Simon",9,3,11,20,1,,,4.0,2.0,2.0,4.0,6.0,1.0,,,10.0,11.0,,,1.0,,1.0,81.0
16,"Brown, Jonathan",9,9,7,16,2,2.0,,,,2.0,,,,,,1.0,15.0,1.0,4.0,,,1.0,97.0
39,"Drummond, Josh",7,4,6,13,,,,2.0,5.0,1.0,1.0,2.0,1.0,,,4.0,7.0,,,5.0,,,86.0
41,"Golby, Mitch",10,3,8,18,,,,2.0,2.0,1.0,,6.0,2.0,3.0,,6.0,13.0,,,6.0,,1.0,92.0
11 ↓,"Hanley, Pearce",8,2,9,17,,,,1.0,5.0,,1.0,,,,,6.0,9.0,,,4.0,1.0,,40.0
2,"Harwood, Ryan",5,3,8,13,,,,2.0,,1.0,,,,,,5.0,8.0,,,,,,76.0
12,"Hawksley, James",12,10,9,21,,1.0,1.0,1.0,1.0,,1.0,2.0,,,,2.0,18.0,,1.0,2.0,,,90.0
28,"Karnezis, Patrick",6,3,1,7,2,1.0,,1.0,,1.0,,3.0,,2.0,,3.0,4.0,,1.0,1.0,,,78.0
5,"Longer, Billy",3,3,4,7,,,31.0,1.0,,2.0,1.0,1.0,,1.0,,4.0,3.0,,,5.0,,,81.0
36,"Maguire, Matt",12,7,3,15,,,,3.0,8.0,2.0,,,1.0,,,7.0,7.0,4.0,,6.0,,,91.0
9,"McGrath, Ashley",10,5,6,16,,2.0,,2.0,2.0,4.0,2.0,2.0,1.0,1.0,,7.0,10.0,,2.0,5.0,,,91.0
40,"McKeever, Niall",3,3,11,14,,,,,2.0,,2.0,6.0,1.0,2.0,,6.0,10.0,,,8.0,,,97.0
21,"Merrett, Daniel",5,4,1,6,1,,4.0,3.0,,2.0,,6.0,2.0,4.0,,3.0,4.0,,2.0,2.0,,,94.0
24,"Patfull, Joel",4,2,2,6,,,,2.0,,1.0,1.0,1.0,,,,1.0,4.0,,,7.0,,1.0,97.0
4,"Polec, Jared",6,5,4,10,1,,1.0,3.0,1.0,2.0,1.0,2.0,,2.0,,3.0,6.0,,,1.0,,,86.0
31,"Polkinghorne, James",8,5,2,10,,,1.0,4.0,2.0,2.0,1.0,4.0,1.0,,,4.0,7.0,,,1.0,,,73.0
29,"Raines, Andrew",8,5,7,15,,,,1.0,2.0,2.0,2.0,2.0,,,,3.0,12.0,,,,,1.0,76.0
30,"Redden, Jack",14,6,14,28,,,1.0,8.0,3.0,4.0,5.0,2.0,,,,11.0,17.0,,,1.0,,1.0,83.0
10,"Rich, Daniel",16,4,4,20,1,,,3.0,6.0,4.0,4.0,3.0,2.0,1.0,,11.0,9.0,,,3.0,,,78.0
38,"Rockliff, Tom",11,3,11,22,,,,3.0,2.0,1.0,4.0,2.0,,1.0,,8.0,15.0,,1.0,5.0,,,85.0
15 ↑,"Zorko, Dayne",2,1,6,8,,,,2.0,,,,2.0,,1.0,,2.0,6.0,,,1.0,,,43.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,94,137,310,8,10.0,39.0,49.0,43.0,38.0,30.0,54.0,13.0,19.0,,111.0,200.0,6.0,11.0,65.0,1.0,6.0,
Opposition,Opposition,254,114,189,443,17,14.0,42.0,47.0,28.0,66.0,41.0,43.0,19.0,13.0,6.0,148.0,296.0,11.0,13.0,49.0,10.0,14.0,
