Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
20,"Broadbridge, Troy",23y 287d,34 (18-0-16 52.94%),2 (0.06),←,
25,"Brown, Nathan",27y 339d,89 (44-0-45 49.44%),23 (0.26),←,
32,"Bruce, Cameron",24y 292d,100 (52-0-48 52.00%),129 (1.29),←,
36,"Davey, Aaron",21y 38d,16 (12-0-4 75.00%),27 (1.69),←,
18,"Green, Brad",23y 127d,98 (51-0-47 52.04%),151 (1.54),←,
1,"Heffernan, Chris",25y 171d,129 (80-1-48 62.40%),46 (0.36),32 (13-0-19 40.63%),8 (0.25)
4,"Holland, Ben",27y 69d,140 (73-0-67 52.14%),139 (0.99),15 (11-0-4 73.33%),15 (1.00)
16,"Johnstone, Travis",24y 1d,96 (46-0-50 47.92%),75 (0.78),←,
5,"McLean, Brock",18y 129d,6 (5-0-1 83.33%),5 (0.83),←,
7,"Miller, Brad",21y 12d,35 (17-0-18 48.57%),8 (0.23),←,
9,"Neitz, David",29y 178d,242 (112-0-130 46.28%),481 (1.99),←,
8,"Nicholson, Alistair",26y 136d,89 (47-0-42 52.81%),3 (0.03),←,
28,"Read, Phillip",24y 272d,88 (44-2-42 51.14%),25 (0.28),14 (11-0-3 78.57%),1 (0.07)
43,"Rigoni, Guy",29y 357d,92 (46-0-46 50.00%),29 (0.32),←,
27,"Rivers, Jared",19y 274d,19 (12-0-7 63.16%),,←,
24,"Robertson, Russell",25y 237d,137 (68-0-69 49.64%),205 (1.50),←,
19,"Vardy, Peter",28y 174d,136 (69-0-67 50.74%),206 (1.51),40 (21-0-19 52.50%),56 (1.40)
42,"Walsh, Peter",27y 360d,99 (49-0-50 49.49%),27 (0.27),←,
31,"Wheatley, Paul",23y 97d,65 (38-0-27 58.46%),22 (0.34),←,
45,"Whelan, Matthew",24y 248d,83 (40-0-43 48.19%),9 (0.11),←,
34,"White, Jeff",27y 150d,177 (87-0-90 49.15%),77 (0.44),145 (74-0-71 51.03%),59 (0.41)
13,"Yze, Adem",26y 301d,203 (92-0-111 45.32%),147 (0.72),←,
Totals,Totals,25y 27d,2173 (1102-3-1068 50.71%),1836 (0.84),,
C,"Daniher, Neale",43y 154d,156 (78-0-78 50.00%),,←,
