Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
24,"Blee, Nathan",21y 340d,1 (0-0-1 0.00%),,←,
10,"Boak, Travis",24y 11d,106 (42-0-64 39.62%),53 (0.50),←,
5,"Broadbent, Matthew",22y 11d,52 (14-0-38 26.92%),24 (0.46),←,
1,"Cassisi, Domenic",29y 325d,200 (99-1-100 49.75%),73 (0.37),←,
30,"Chaplin, Troy",26y 171d,140 (55-1-84 39.64%),10 (0.07),←,
18,"Cornes, Kane",29y 220d,242 (121-1-120 50.21%),86 (0.36),←,
7,"Ebert, Brad",22y 132d,95 (33-0-62 34.74%),47 (0.49),19 (5-0-14 26.32%),14 (0.74)
33,"Ebert, Brett",28y 268d,163 (72-1-90 44.48%),236 (1.45),←,
8,"Hartlett, Hamish",21y 364d,45 (12-0-33 26.67%),19 (0.42),←,
23,"Lobbe, Matthew",23y 182d,20 (4-0-16 20.00%),5 (0.25),←,
44,"Logan, Tom",27y 41d,102 (32-0-70 31.37%),22 (0.22),99 (32-0-67 32.32%),22 (0.22)
35,"McCarthy, John",22y 267d,36 (16-0-20 44.44%),15 (0.42),18 (4-0-14 22.22%),5 (0.28)
26,"Moore, Andrew",21y 74d,23 (9-0-14 39.13%),5 (0.22),←,
6,"Pearce, Danyle",26y 127d,151 (59-0-92 39.07%),74 (0.49),←,
31,"Pfeiffer, Darren",24y 319d,20 (6-0-14 30.00%),6 (0.30),13 (3-0-10 23.08%),2 (0.15)
34,"Redden, Jarrad",21y 229d,8 (2-0-6 25.00%),1 (0.13),←,
15,"Rodan, David",28y 309d,173 (62-0-111 35.84%),128 (0.74),108 (43-0-65 39.81%),85 (0.79)
28,"Schulz, Jay",27y 116d,115 (39-2-74 34.78%),156 (1.36),44 (15-0-29 34.09%),98 (2.23)
14,"Stewart, Paul",25y 33d,63 (21-0-42 33.33%),23 (0.37),←,
21,"Thomas, Matt",25y 167d,80 (25-0-55 31.25%),25 (0.31),←,
12,"Trengove, Jackson",21y 284d,58 (14-0-44 24.14%),6 (0.10),←,
39,"Westhoff, Justin",25y 316d,108 (41-0-67 37.96%),141 (1.31),←,
Totals,Totals,24y 345d,2001 (778-6-1217 38.88%),1155 (0.58),,
C,"Hocking, Garry",44y 2d,1 (0-0-1 0.00%),,←,
