North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",7,2,7,14,,,,2.0,,3.0,2.0,3.0,,,,8.0,5.0,,,1.0,,,86.0
18,"Atley, Shaun",11,6,12,23,,,,1.0,4.0,1.0,2.0,2.0,,,,10.0,13.0,,,,1.0,1.0,92.0
3,"Bastinac, Ryan",9,3,3,12,1,1.0,,1.0,,1.0,1.0,,1.0,,,5.0,7.0,,,,,,92.0
35,"Black, Aaron",7,5,4,11,1,1.0,,2.0,,2.0,,3.0,,2.0,,5.0,7.0,,2.0,2.0,,,92.0
10,"Cunnington, Ben",16,3,11,27,,,,6.0,3.0,5.0,9.0,5.0,2.0,1.0,,16.0,11.0,1.0,1.0,1.0,,1.0,71.0
15,"Dal Santo, Nick",12,1,14,26,,,,1.0,2.0,3.0,10.0,2.0,1.0,,,20.0,8.0,,,2.0,,1.0,85.0
38,"Daw, Majak",5,2,3,8,2,1.0,6.0,3.0,,1.0,2.0,3.0,3.0,,,7.0,2.0,2.0,2.0,4.0,,1.0,92.0
11,"Firrito, Michael",6,2,8,14,,,,,2.0,3.0,,1.0,1.0,1.0,,6.0,9.0,,,4.0,1.0,,82.0
43,"Gibson, Sam",18,9,12,30,1,,,3.0,2.0,2.0,2.0,5.0,,2.0,,4.0,26.0,,1.0,,,,87.0
22,"Goldstein, Todd",4,3,11,15,,,43.0,6.0,,2.0,2.0,1.0,1.0,1.0,,7.0,8.0,,,2.0,,1.0,93.0
24,"Greenwood, Levi",15,5,12,27,1,2.0,1.0,8.0,4.0,1.0,5.0,7.0,1.0,2.0,,12.0,13.0,,2.0,3.0,,,84.0
17,"Grima, Nathan",17,6,3,20,,,,3.0,5.0,1.0,,1.0,1.0,,,3.0,14.0,,,11.0,2.0,,87.0
6,"Hansen, Lachlan",23,17,7,30,,,1.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,5.0,24.0,1.0,,6.0,1.0,,89.0
29,"Harvey, Brent",12,5,7,19,1,,,2.0,,4.0,1.0,3.0,1.0,1.0,,5.0,14.0,,,1.0,2.0,,90.0
21 ↑,"McDonald, Luke",4,2,1,5,,,,1.0,3.0,1.0,,1.0,,1.0,,1.0,4.0,,,,,,23.0
2,"McKenzie, Brad",9,4,6,15,1,,,2.0,3.0,3.0,1.0,1.0,1.0,,,6.0,9.0,,,2.0,1.0,,69.0
41,"Mullett, Aaron",10,4,3,13,1,,,3.0,,1.0,,1.0,,,,2.0,10.0,,1.0,,1.0,,79.0
20,"Petrie, Drew",7,4,6,13,1,1.0,,3.0,1.0,2.0,,2.0,,,,7.0,6.0,2.0,3.0,4.0,,1.0,93.0
12,"Thomas, Lindsay",8,3,3,11,1,,,5.0,,6.0,,5.0,2.0,4.0,,4.0,7.0,,,,,,85.0
16,"Thompson, Scott",7,7,9,16,,,,,1.0,1.0,,2.0,,,,7.0,9.0,2.0,,2.0,2.0,,95.0
36 ↓,"Tippett, Joel",5,4,4,9,,,,,,,,,,,,4.0,5.0,1.0,,3.0,,,59.0
7,"Ziebell, Jack",18,9,9,27,,,,9.0,4.0,4.0,2.0,6.0,,,,11.0,16.0,,,1.0,,,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,106,155,385,11,11.0,51.0,63.0,38.0,51.0,40.0,57.0,16.0,17.0,3.0,155.0,227.0,9.0,12.0,49.0,11.0,6.0,
Opposition,Opposition,214,77,176,390,18,12.0,21.0,72.0,37.0,59.0,37.0,49.0,17.0,16.0,3.0,163.0,223.0,7.0,13.0,43.0,5.0,12.0,
