Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",12,4.0,11.0,23,1.0,,,,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",19,4.0,2.0,21,2.0,2.0,,2.0,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",17,6.0,9.0,26,1.0,,,2.0,,,,,2.0,,3.0,,,,,,,,
20,"Coleman, Glenn",9,4.0,3.0,12,,1.0,1.0,,,,,,,2.0,,,,,,,,,
26,"Del-Re, Danny",6,2.0,,6,,,,,,,,,,2.0,,,,,,,,,
12,"Eppelstun, Greg",17,1.0,7.0,24,,,,,,,,,,,,,,,,,,,
32,"Foster, Peter",12,8.0,9.0,21,,,,,,,,,1.0,,2.0,,,,,,,,
29,"Grant, Chris",5,2.0,4.0,9,1.0,,,2.0,,,,,,,,,,,,,,,
30,"Harrington, Tim",5,,3.0,8,,,,,,,,,,1.0,,,,,,,,,
7,"Hawkins, Doug",15,11.0,11.0,26,1.0,,,,,,,,1.0,2.0,,,,,,,,,
43,"Hogg, Matthew",7,4.0,7.0,14,,,,2.0,,,,,2.0,,,,,,,,,,
8,"Kennedy, Rick",2,1.0,1.0,3,1.0,,,,,,,,,1.0,,,,,,,,,
21,"Kolyniuk, Steven",3,,1.0,4,1.0,,,2.0,,,,,1.0,2.0,,,,,,,,,
39,"Liberatore, Tony",13,1.0,16.0,29,1.0,,,5.0,,,,,1.0,2.0,,,,,,,,,
11,"McGuinness, Tony",24,2.0,12.0,36,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,,
33,"Royal, Brian",13,2.0,10.0,23,2.0,,,,,,,,3.0,3.0,,,,,,,,,
16,"Wallace, Terry",14,5.0,19.0,33,,,,1.0,,,,,2.0,,,,,,,,,,
24,"Wallis, Stephen",13,5.0,12.0,25,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Wigney, Stuart",7,8.0,5.0,12,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",5,1.0,6.0,11,,,19.0,1.0,,,,,2.0,2.0,,,,,,,,,
Totals,Totals,218,71.0,148.0,366,15.0,6.0,20.0,21.0,,,,,17.0,21.0,6.0,,,,,,,,
Opposition,Opposition,173,60.0,141.0,314,12.0,10.0,18.0,42.0,,,,,20.0,18.0,,,,,,,,,
