Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 133d,30 (10-1-19 35.00%),16 (0.53),←,
18,"Cameron, Leon",17y 245d,5 (3-0-2 60.00%),3 (0.60),←,
20,"Coleman, Glenn",29y 91d,129 (70-1-58 54.65%),69 (0.53),4 (2-0-2 50.00%),5 (1.25)
4,"Davies, Darren",24y 203d,31 (13-0-18 41.94%),28 (0.90),←,
12,"Eppelstun, Greg",23y 170d,65 (31-1-33 48.46%),1 (0.02),←,
32,"Foster, Peter",29y 337d,112 (59-2-51 53.57%),50 (0.45),105 (56-2-47 54.29%),48 (0.46)
29,"Grant, Chris",17y 143d,6 (3-0-3 50.00%),20 (3.33),←,
30,"Harrington, Tim",26y 228d,40 (13-1-26 33.75%),2 (0.05),12 (4-0-8 33.33%),
7,"Hawkins, Doug",30y,228 (89-3-136 39.69%),103 (0.45),←,
43,"Hogg, Matthew",21y 135d,41 (15-1-25 37.80%),3 (0.07),←,
21,"Kolyniuk, Steven",19y 304d,16 (7-1-8 46.88%),14 (0.88),←,
39,"Liberatore, Tony",24y 83d,24 (14-0-10 58.33%),15 (0.63),←,
11,"McGuinness, Tony",25y 364d,93 (41-2-50 45.16%),92 (0.99),←,
40,"Moloney, Troy",23y 352d,27 (12-1-14 46.30%),4 (0.15),←,
14,"Reynolds, Keenan",21y 118d,5 (3-0-2 60.00%),,←,
13,"Svilar, Michael",20y 239d,4 (2-0-2 50.00%),,←,
16,"Wallace, Terry",31y 143d,234 (138-2-94 59.40%),117 (0.50),49 (20-1-28 41.84%),14 (0.29)
24,"Wallis, Stephen",25y 190d,154 (77-2-75 50.65%),39 (0.25),←,
6,"Wigney, Stuart",21y 16d,28 (11-1-16 41.07%),7 (0.25),←,
15,"Wynd, Scott",20y 100d,25 (9-0-16 36.00%),5 (0.20),←,
Totals,Totals,23y 289d,1297 (620-19-658 47.80%),588 (0.45),,
C,"Wheeler, Terry",35y 53d,6 (3-0-3 50.00%),,←,
