Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bianco, Trent",9,6,5,14,,,,2.0,5.0,3.0,2.0,1.0,,,,3.0,9.0,,,3.0,,,79.0
17 ↑,"Brown, Callum",5,3,9,14,,,,,1.0,3.0,,,,,,4.0,10.0,1.0,,1.0,1.0,,46.0
14,"Cameron, Darcy",11,2,4,15,1,,31.0,4.0,2.0,1.0,1.0,5.0,5.0,3.0,,8.0,7.0,1.0,,3.0,,,77.0
45,"Carmichael, Josh",5,,6,11,,1.0,,2.0,1.0,1.0,5.0,3.0,,,,9.0,4.0,,,3.0,,,74.0
46,"Cox, Mason",8,4,3,11,1,,19.0,,1.0,1.0,,2.0,1.0,,,7.0,3.0,2.0,1.0,2.0,,,58.0
25,"Crisp, Jack",11,3,8,19,,,,5.0,3.0,4.0,4.0,3.0,,1.0,,7.0,13.0,,,1.0,,,82.0
7,"Daicos, Josh",17,3,8,25,1,1.0,,3.0,1.0,7.0,7.0,4.0,,2.0,,13.0,11.0,,,,,,88.0
35,"Daicos, Nick",11,2,9,20,1,1.0,,,2.0,3.0,3.0,6.0,1.0,,,11.0,6.0,,1.0,1.0,,,80.0
5,"Elliott, Jamie",6,3,,6,,,,4.0,,1.0,,1.0,,,,1.0,3.0,,1.0,2.0,,,89.0
33 ↓,"Ginnivan, Jack",3,,4,7,1,,,,,2.0,1.0,,1.0,,,6.0,3.0,,,1.0,,,36.0
32,"Hoskin-Elliott, Will",6,2,3,9,,,,6.0,,3.0,,2.0,3.0,1.0,,7.0,6.0,,,,,,67.0
38,"Howe, Jeremy",12,7,8,20,,,,1.0,10.0,1.0,1.0,4.0,,,,8.0,9.0,3.0,,7.0,,,95.0
40,"Johnson, Ash",6,4,2,8,1,1.0,1.0,2.0,,1.0,,1.0,2.0,,,5.0,3.0,2.0,2.0,1.0,,,79.0
1,"Lipinski, Patrick",5,2,10,15,,,,,,1.0,1.0,2.0,,,,4.0,11.0,,,1.0,,,79.0
37,"Maynard, Brayden",15,6,3,18,,,,3.0,2.0,5.0,1.0,2.0,,,,3.0,12.0,,,2.0,2.0,,92.0
31,"McCreery, Beau",5,1,5,10,,1.0,,3.0,,4.0,,4.0,,3.0,,3.0,5.0,,,,2.0,2.0,77.0
41,"Mihocek, Brody",4,1,2,6,1,,,3.0,,1.0,,2.0,,,,1.0,4.0,,,2.0,,,96.0
30,"Moore, Darcy",6,3,4,10,,,,1.0,4.0,1.0,,1.0,,,,4.0,4.0,1.0,,6.0,1.0,,90.0
28,"Murphy, Nathan",9,3,5,14,,,,1.0,4.0,,,2.0,,2.0,,5.0,7.0,,,2.0,,,87.0
9,"Noble, John",13,6,7,20,,,,5.0,4.0,4.0,,2.0,,,,1.0,18.0,,,2.0,2.0,,82.0
10,"Pendlebury, Scott",15,3,11,26,,,,4.0,2.0,3.0,8.0,6.0,3.0,,,15.0,11.0,,,3.0,,2.0,87.0
3,"Quaynor, Isaac",7,4,2,9,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,4.0,5.0,,,1.0,,,79.0
22,"Sidebottom, Steele",9,2,6,15,,,,2.0,,1.0,3.0,5.0,1.0,4.0,,8.0,6.0,,,1.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,70,124,322,7,8.0,51.0,53.0,43.0,52.0,37.0,59.0,18.0,17.0,,137.0,170.0,10.0,5.0,45.0,8.0,4.0,
Opposition,Opposition,250,97,140,390,11,11.0,30.0,72.0,44.0,55.0,46.0,73.0,18.0,18.0,6.0,166.0,227.0,12.0,9.0,59.0,3.0,7.0,
