Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 340d,14 (2-0-12 14.29%),5 (0.36),←,
14,"Bugg, Tomas",19y 142d,18 (2-0-16 11.11%),6 (0.33),←,
21,"Buntine, Matt",18y 311d,5 (1-0-4 20.00%),,←,
49,"Cooyou, Rhys",21y 156d,1 (0-0-1 0.00%),1 (1.00),←,
13,"Darley, Sam",19y 192d,9 (0-0-9 0.00%),,←,
1,"Davis, Phil",21y 361d,39 (13-0-26 33.33%),6 (0.15),21 (2-0-19 9.52%),5 (0.24)
26,"Giles, Jonathan",24y 230d,19 (2-0-17 10.53%),15 (0.79),←,
35,"Greene, Toby",18y 335d,18 (2-0-16 11.11%),7 (0.39),←,
2,"Hampton, Curtly",19y 168d,16 (1-0-15 6.25%),6 (0.38),←,
19,"Haynes, Nick",20y 99d,7 (0-0-7 0.00%),1 (0.14),←,
33,"Hoskin-Elliott, Will",18y 358d,9 (1-0-8 11.11%),9 (1.00),←,
40,"Kennedy, Adam",20y 44d,14 (2-0-12 14.29%),,←,
38,"McDonald, James",35y 325d,263 (103-1-159 39.35%),60 (0.23),12 (0-0-12 0.00%),4 (0.33)
25,"Miles, Anthony",20y 179d,7 (1-0-6 14.29%),,←,
27,"Phillips, Andrew",21y 53d,9 (1-0-8 11.11%),3 (0.33),←,
6,"Power, Luke",32y 230d,301 (154-3-144 51.66%),226 (0.75),19 (2-0-17 10.53%),
34,"Smith, Devon",19y 97d,19 (2-0-17 10.53%),10 (0.53),←,
20,"Tomlinson, Adam",19y 15d,9 (0-0-9 0.00%),2 (0.22),←,
17,"Treloar, Adam",19y 169d,17 (2-0-15 11.76%),11 (0.65),←,
29,"Tyson, Dom",19y 78d,9 (1-0-8 11.11%),3 (0.33),←,
8,"Ward, Callan",22y 137d,79 (34-0-45 43.04%),40 (0.51),19 (2-0-17 10.53%),7 (0.37)
16,"Wilson, Nathan",19y 231d,9 (0-0-9 0.00%),6 (0.67),←,
Totals,Totals,21y 160d,891 (324-4-563 36.36%),417 (0.47),,
C,"Sheedy, Kevin",64y 245d,655 (388-6-261 59.69%),,21 (2-0-19 9.52%),
