Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 286d,134 (73-1-60 54.85%),61 (0.46),89 (65-1-23 73.60%),37 (0.42)
31,"Andrews, Harris",27y 223d,204 (100-1-103 49.26%),11 (0.05),←,
8,"Ashcroft, Will",20y 76d,22 (17-0-5 77.27%),10 (0.45),←,
33,"Bailey, Zac",24y 302d,131 (87-0-44 66.41%),133 (1.02),←,
7,"Berry, Jarrod",26y 167d,151 (86-1-64 57.28%),63 (0.42),←,
34,"Brain, Shadeau",20y 159d,5 (4-1-0 90.00%),,←,
23,"Cameron, Charlie",30y 16d,220 (141-2-77 64.55%),388 (1.76),147 (94-1-52 64.29%),301 (2.05)
3,"Daniher, Joe",30y 139d,195 (98-2-95 50.77%),374 (1.92),87 (58-1-28 67.24%),183 (2.10)
5,"Dunkley, Josh",27y 194d,158 (94-1-63 59.81%),72 (0.46),42 (29-1-12 70.24%),7 (0.17)
28,"Fletcher, Jaspa",20y 148d,32 (22-1-9 70.31%),11 (0.34),←,
30,"Hipwood, Eric",26y 312d,170 (93-1-76 55.00%),257 (1.51),←,
41,"Joyce, Darragh",27y 89d,21 (13-0-8 61.90%),,8 (7-0-1 87.50%),
35,"Lester, Ryan",31y 330d,198 (92-1-105 46.72%),47 (0.24),←,
1,"Lohmann, Kai",21y 76d,26 (18-1-7 71.15%),22 (0.85),←,
6,"McCluggage, Hugh",26y 140d,173 (99-1-73 57.51%),111 (0.64),←,
46,"McInerney, Oscar",30y 11d,143 (91-1-51 63.99%),60 (0.42),←,
9,"Neale, Lachie",31y 58d,263 (151-1-111 57.60%),123 (0.47),128 (86-1-41 67.58%),56 (0.44)
16,"Rayner, Cam",24y 274d,131 (80-1-50 61.45%),124 (0.95),←,
38,"Reville, Bruce",23y 150d,11 (9-1-1 86.36%),3 (0.27),←,
25,"Smith, Henry",21y 301d,1 (1-0-0 100.00%),,←,
37,"Starcevich, Brandon",24y 363d,110 (75-0-35 68.18%),7 (0.06),←,
44,"Wilmot, Darcy",20y 203d,47 (32-1-14 69.15%),6 (0.13),←,
15,"Zorko, Dayne",35y 163d,268 (127-1-140 47.57%),231 (0.86),←,
Totals,Totals,26y 39d,2814 (1603-20-1191 56.97%),2114 (0.75),,
C,"Fagan, Chris",63y 28d,180 (103-1-76 57.50%),,←,
