North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Ahern, Paul",5,1,6,11,,,,1.0,,1.0,2.0,1.0,,,,5.0,7.0,,,,,1.0,63.0
3,"Anderson, Jed",18,4,12,30,,,,5.0,5.0,2.0,9.0,2.0,3.0,,,14.0,14.0,,,1.0,,,70.0
18,"Atley, Shaun",9,3,9,18,,,,2.0,4.0,3.0,,2.0,,,,2.0,16.0,,,,,,87.0
9,"Davies-Uniacke, Luke",13,2,9,22,,,,3.0,1.0,7.0,3.0,6.0,,3.0,,8.0,15.0,,,,1.0,,73.0
14,"Dumont, Trent",10,4,10,20,1,1.0,,3.0,1.0,2.0,2.0,2.0,1.0,,,4.0,14.0,,1.0,2.0,,,77.0
22,"Goldstein, Todd",2,,8,10,,1.0,24.0,2.0,,,2.0,3.0,1.0,,,5.0,5.0,,,3.0,,,86.0
4,"Higgins, Shaun",17,6,9,26,,,,3.0,3.0,3.0,2.0,2.0,1.0,,,6.0,19.0,,,,,,89.0
46,"Hosie, Lachlan",8,4,4,12,1,1.0,,1.0,1.0,,,2.0,,,,4.0,9.0,,1.0,,,,74.0
20,"Larkey, Nick",6,3,4,10,,,,,,3.0,,1.0,,,,2.0,8.0,1.0,,,,,92.0
35,"Mahony, Jack",2,2,5,7,,,,1.0,,1.0,,,,,,3.0,6.0,,,1.0,,,70.0
11,"McDonald, Luke",21,7,9,30,,,,4.0,8.0,4.0,1.0,2.0,,1.0,,6.0,22.0,,,2.0,,,89.0
23,"McKay, Ben",4,4,6,10,,,,3.0,,,,,,,,4.0,5.0,1.0,,4.0,,,87.0
40,"Murphy, Tom",8,4,3,11,,,,2.0,2.0,3.0,1.0,2.0,,,,5.0,6.0,,,1.0,,,83.0
8,"Scott, Bailey",11,7,4,15,1,,,2.0,,2.0,,3.0,,,,6.0,9.0,2.0,3.0,,,,82.0
12,"Simpkin, Jy",5,2,14,19,1,,,5.0,,2.0,4.0,4.0,,4.0,,11.0,8.0,,1.0,1.0,,,79.0
25,"Tarrant, Robbie",11,11,5,16,,,,1.0,1.0,,,1.0,,1.0,,3.0,12.0,2.0,,7.0,,,84.0
33,"Vickers-Willis, Ed",7,5,5,12,,,,3.0,1.0,1.0,,2.0,1.0,1.0,,4.0,8.0,,,4.0,,,85.0
19,"Walker, Josh",11,6,3,14,,,,,2.0,,,1.0,,1.0,,3.0,10.0,1.0,1.0,5.0,,,85.0
2,"Williams, Marley",11,5,5,16,,,,2.0,3.0,1.0,,,,,,3.0,13.0,1.0,,2.0,,,84.0
32,"Wood, Mason",4,1,5,9,,,,,,2.0,1.0,,1.0,,,6.0,3.0,,,2.0,,,96.0
38,"Xerri, Tristan",4,2,,4,1,,2.0,1.0,,2.0,,1.0,,1.0,,4.0,1.0,2.0,1.0,5.0,,,80.0
44,"Zurhaar, Cameron",5,3,5,10,,1.0,,2.0,,4.0,,2.0,1.0,2.0,,5.0,7.0,1.0,1.0,2.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,86,140,332,5,5.0,26.0,46.0,32.0,43.0,27.0,39.0,9.0,14.0,,113.0,217.0,11.0,9.0,42.0,1.0,1.0,
Opposition,Opposition,194,85,165,359,10,5.0,26.0,40.0,35.0,43.0,24.0,50.0,14.0,9.0,6.0,118.0,236.0,6.0,2.0,56.0,13.0,5.0,
