Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",17,5,15,32,1,,,5.0,2.0,9.0,3.0,9.0,1.0,1.0,,6.0,25.0,,,2.0,1.0,,86.0
13,"Ah Chee, Callum",9,4,6,15,3,1.0,,5.0,,2.0,,2.0,,1.0,,3.0,14.0,1.0,3.0,1.0,,2.0,72.0
20,"Barlow, Michael",15,6,14,29,1,,,6.0,2.0,4.0,4.0,4.0,,3.0,2.0,10.0,18.0,,,1.0,,,83.0
33,"Hall, Aaron",22,10,10,32,1,2.0,,8.0,7.0,2.0,3.0,3.0,,,3.0,6.0,26.0,1.0,,1.0,1.0,,77.0
5,"Harbrow, Jarrod",12,6,18,30,,,,2.0,,3.0,1.0,1.0,1.0,1.0,,8.0,22.0,,,4.0,1.0,1.0,87.0
38,"Joyce, Jesse",7,3,6,13,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,7.0,8.0,,,3.0,1.0,,85.0
10,"Kolodjashnij, Kade",10,7,10,20,,,,1.0,1.0,2.0,,2.0,,,,5.0,14.0,1.0,,3.0,,,88.0
23,"Lemmens, Sean",8,2,11,19,,,,5.0,2.0,3.0,,,,,,7.0,12.0,,,1.0,,1.0,85.0
21,"Leslie, Jack",2,,6,8,,,,1.0,1.0,1.0,,3.0,1.0,2.0,,3.0,4.0,,,9.0,,,94.0
19,"Lynch, Tom",12,8,10,22,3,5.0,1.0,1.0,1.0,1.0,,,,,,9.0,12.0,2.0,2.0,2.0,,2.0,98.0
25,"Lyons, Jarryd",14,1,14,28,1,,,4.0,,5.0,5.0,3.0,1.0,,,13.0,15.0,,,2.0,,1.0,70.0
4,"Martin, Jack",6,1,12,18,1,,,2.0,,1.0,1.0,2.0,1.0,,,5.0,14.0,,,,,1.0,82.0
32,"Matera, Brandon",7,6,3,10,2,,,1.0,,3.0,,,1.0,,,2.0,8.0,,3.0,1.0,,2.0,71.0
17,"May, Steven",17,7,9,26,,,,,7.0,2.0,1.0,,,,,5.0,16.0,1.0,,6.0,3.0,,87.0
11,"Miller, Touk",4,2,14,18,1,1.0,,7.0,2.0,1.0,3.0,3.0,,,,12.0,8.0,,1.0,4.0,,,82.0
3,"Rosa, Matt",10,11,16,26,,1.0,,6.0,1.0,4.0,1.0,1.0,,,,7.0,18.0,,1.0,,,,85.0
42,"Saad, Adam",7,4,4,11,,,,2.0,3.0,2.0,,,1.0,,,4.0,8.0,1.0,,,3.0,1.0,75.0
40,"Scheer, Brad",4,1,4,8,,,,5.0,,2.0,,,1.0,,,2.0,6.0,,1.0,1.0,,,71.0
6,"Sexton, Alex",15,8,7,22,2,,,3.0,,8.0,2.0,3.0,,1.0,,4.0,19.0,,,2.0,,,84.0
24,"Swallow, David",11,4,12,23,1,,,4.0,1.0,4.0,10.0,2.0,1.0,,,20.0,3.0,3.0,,1.0,,,67.0
28,"Witts, Jarrod",10,5,8,18,,,43.0,4.0,,6.0,4.0,,1.0,,1.0,10.0,8.0,2.0,1.0,1.0,,1.0,85.0
30,"Wright, Peter",12,6,5,17,1,4.0,8.0,1.0,,4.0,1.0,2.0,1.0,,,6.0,10.0,3.0,3.0,2.0,,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,107,214,445,18,16.0,52.0,75.0,31.0,71.0,40.0,41.0,12.0,9.0,6.0,154.0,288.0,15.0,15.0,47.0,10.0,13.0,
Opposition,Opposition,194,81,184,378,15,9.0,34.0,66.0,48.0,48.0,36.0,48.0,9.0,12.0,,142.0,227.0,10.0,10.0,45.0,8.0,11.0,
