Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",24y 3d,105 (42-0-63 40.00%),52 (0.50),←,
5,"Broadbent, Matthew",22y 3d,51 (14-0-37 27.45%),22 (0.43),←,
27,"Carlile, Alipate",25y 96d,108 (41-0-67 37.96%),4 (0.04),←,
1,"Cassisi, Domenic",29y 317d,199 (99-1-99 50.00%),73 (0.37),←,
18,"Cornes, Kane",29y 212d,241 (121-1-119 50.41%),86 (0.36),←,
7,"Ebert, Brad",22y 124d,94 (33-0-61 35.11%),46 (0.49),18 (5-0-13 27.78%),13 (0.72)
33,"Ebert, Brett",28y 260d,162 (72-1-89 44.75%),234 (1.44),←,
8,"Hartlett, Hamish",21y 356d,44 (12-0-32 27.27%),19 (0.43),←,
42,"Jonas, Tom",21y 208d,10 (2-0-8 20.00%),,←,
23,"Lobbe, Matthew",23y 174d,19 (4-0-15 21.05%),4 (0.21),←,
44,"Logan, Tom",27y 33d,101 (32-0-69 31.68%),22 (0.22),98 (32-0-66 32.65%),22 (0.22)
35,"McCarthy, John",22y 259d,35 (16-0-19 45.71%),15 (0.43),17 (4-0-13 23.53%),5 (0.29)
26,"Moore, Andrew",21y 66d,22 (9-0-13 40.91%),5 (0.23),←,
6,"Pearce, Danyle",26y 119d,150 (59-0-91 39.33%),74 (0.49),←,
28,"Schulz, Jay",27y 108d,114 (39-2-73 35.09%),152 (1.33),43 (15-0-28 34.88%),94 (2.19)
43,"Stewart, Daniel",23y 279d,34 (7-0-27 20.59%),31 (0.91),←,
14,"Stewart, Paul",25y 25d,62 (21-0-41 33.87%),22 (0.35),←,
21,"Thomas, Matt",25y 159d,79 (25-0-54 31.65%),25 (0.32),←,
12,"Trengove, Jackson",21y 276d,57 (14-0-43 24.56%),6 (0.11),←,
39,"Westhoff, Justin",25y 308d,107 (41-0-66 38.32%),140 (1.31),←,
20,"Wingard, Chad",19y 6d,16 (5-0-11 31.25%),6 (0.38),←,
40,"Young, Aaron",19y 242d,9 (1-0-8 11.11%),2 (0.22),←,
Totals,Totals,24y 99d,1819 (709-5-1105 38.98%),1040 (0.57),,
C,"Primus, Matthew",37y 205d,47 (13-0-34 27.66%),,←,
