Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",8,6,5,13,,,,2.0,8.0,,1.0,1.0,1.0,1.0,,1.0,11.0,,,4.0,1.0,,100.0
20,"Brogan, Dean",,,,,,,,,,,,,,,,,,,,,,,1.0
7,"Burgoyne, Peter",11,3,14,25,,2.0,,2.0,2.0,4.0,8.0,2.0,,1.0,,9.0,15.0,1.0,1.0,1.0,4.0,,99.0
8,"Burgoyne, Shaun",7,,5,12,1,1.0,,3.0,,6.0,2.0,,,,,4.0,8.0,,,1.0,,,88.0
9,"Carr, Josh",17,8,12,29,,2.0,,5.0,1.0,6.0,5.0,1.0,1.0,,,10.0,19.0,1.0,1.0,,4.0,3.0,95.0
25,"Cassisi, Domenic",9,3,4,13,,,,1.0,,4.0,2.0,1.0,1.0,1.0,,5.0,8.0,,,1.0,1.0,,75.0
26,"Cochrane, Stuart",5,,2,7,,,1.0,,1.0,2.0,,,,,,1.0,4.0,,,1.0,1.0,,40.0
35,"Cornes, Chad",18,9,6,24,1,1.0,,,3.0,2.0,1.0,5.0,,3.0,3.0,8.0,16.0,1.0,,2.0,,,100.0
18,"Cornes, Kane",12,8,7,19,2,,1.0,2.0,2.0,1.0,3.0,3.0,,1.0,,4.0,17.0,,2.0,,1.0,,85.0
17,"Dew, Stuart",3,1,1,4,1,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,,,,82.0
33,"Ebert, Brett",9,8,6,15,2,,,,,7.0,,2.0,,,1.0,5.0,10.0,1.0,3.0,1.0,,2.0,100.0
29,"Kingsley, Adam",9,6,4,13,1,,,1.0,12.0,2.0,,1.0,,,,2.0,10.0,,1.0,2.0,1.0,,87.0
5,"Lade, Brendon",6,3,9,15,2,,22.0,1.0,,6.0,1.0,1.0,1.0,1.0,,3.0,12.0,1.0,1.0,1.0,,1.0,81.0
3,"Montgomery, Brett",9,9,9,18,,,,1.0,3.0,,,3.0,1.0,1.0,2.0,4.0,14.0,,,2.0,1.0,,95.0
31,"Salopek, Steven",8,5,2,10,1,2.0,,,2.0,2.0,1.0,,,,,4.0,7.0,1.0,2.0,1.0,,,59.0
6,"Schofield, Jarrad",18,7,5,23,,3.0,,,2.0,5.0,,1.0,1.0,,,2.0,22.0,,3.0,2.0,3.0,1.0,93.0
39,"Surjan, Jacob",3,3,1,4,1,,,3.0,2.0,,,,,,,,4.0,,1.0,1.0,4.0,,89.0
28,"Thurstans, Toby",6,6,6,12,2,,2.0,2.0,,1.0,,2.0,1.0,,,3.0,9.0,,3.0,3.0,2.0,2.0,78.0
16,"Tredrea, Warren",7,6,4,11,2,3.0,,,,,,,,,,2.0,8.0,,5.0,1.0,,1.0,100.0
2,"Wakelin, Darryl",3,8,6,9,,,,1.0,1.0,,,1.0,1.0,1.0,,2.0,8.0,1.0,,2.0,,,100.0
4,"Wanganeen, Gavin",13,6,9,22,1,,,1.0,2.0,2.0,,,1.0,,,5.0,16.0,,,1.0,3.0,,100.0
21,"Wilson, Michael",6,1,5,11,,,,4.0,,4.0,3.0,1.0,1.0,1.0,,8.0,3.0,,,,,2.0,51.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,106,122,309,17,17.0,26.0,30.0,41.0,55.0,28.0,26.0,10.0,12.0,6.0,84.0,222.0,7.0,24.0,27.0,26.0,12.0,
Opposition,Opposition,200,102,106,306,7,22.0,27.0,29.0,36.0,47.0,21.0,33.0,12.0,10.0,,102.0,206.0,8.0,14.0,39.0,11.0,4.0,
