Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",27y 321d,81 (34-1-46 42.59%),23 (0.28),←,
28,"Brown, Mitch",28y 325d,64 (32-0-32 50.00%),62 (0.97),49 (19-0-30 38.78%),53 (1.08)
37,"Clarke, Dylan",20y 316d,8 (7-0-1 87.50%),,←,
10,"Francis, Aaron",21y 343d,22 (11-0-11 50.00%),5 (0.23),←,
8,"Gleeson, Martin",24y 328d,73 (25-1-47 34.93%),5 (0.07),←,
35,"Guelfi, Matt",21y 339d,30 (18-0-12 60.00%),8 (0.27),←,
36,"Hartley, Michael",26y 42d,42 (17-0-25 40.48%),1 (0.02),←,
21,"Heppell, Dyson",27y 66d,166 (82-2-82 50.00%),59 (0.36),←,
26,"Hooker, Cale",30y 279d,189 (90-2-97 48.15%),85 (0.45),←,
4,"Langford, Kyle",22y 230d,59 (24-0-35 40.68%),39 (0.66),←,
43,"McDonald-Tipungwuti, Anthony",26y 88d,83 (37-0-46 44.58%),94 (1.13),←,
1,"McGrath, Andrew",21y 47d,58 (32-0-26 55.17%),13 (0.22),←,
45,"McKenna, Conor",23y 113d,68 (32-0-36 47.06%),19 (0.28),←,
44,"McKernan, Shaun",28y 321d,73 (31-0-42 42.47%),60 (0.82),39 (19-0-20 48.72%),39 (1.00)
7,"Merrett, Zach",23y 289d,120 (53-1-66 44.58%),41 (0.34),←,
3,"Parish, Darcy",21y 359d,71 (30-0-41 42.25%),28 (0.39),←,
27,"Redman, Mason",21y 327d,19 (11-0-8 57.89%),1 (0.05),←,
42,"Saad, Adam",24y 361d,87 (35-1-51 40.80%),4 (0.05),39 (22-0-17 56.41%),1 (0.03)
9,"Shiel, Dylan",26y 132d,151 (68-3-80 46.03%),69 (0.46),16 (9-0-7 56.25%),5 (0.31)
40,"Snelling, Will",21y 347d,2 (2-0-0 100.00%),2 (1.00),1 (1-0-0 100.00%),1 (1.00)
25,"Stringer, Jake",25y 85d,123 (66-0-57 53.66%),215 (1.75),34 (18-0-16 52.94%),55 (1.62)
11,"Zaharakis, David",29y 148d,203 (93-2-108 46.31%),125 (0.62),←,
Totals,Totals,24y 336d,1792 (830-13-949 46.32%),958 (0.53),,
C,"Worsfold, John",50y 297d,365 (186-2-177 51.23%),,84 (37-0-47 44.05%),
