Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 105d,48 (19-1-28 40.63%),27 (0.56),←,
35,"Baxter, Darren",26y 19d,84 (37-2-45 45.24%),10 (0.12),←,
18,"Cameron, Leon",18y 217d,22 (12-0-10 54.55%),8 (0.36),←,
20,"Coleman, Glenn",30y 63d,147 (79-1-67 54.08%),82 (0.56),22 (11-0-11 50.00%),18 (0.82)
26,"Del-Re, Danny",23y 54d,16 (7-0-9 43.75%),23 (1.44),←,
45,"Ford, Michael",28y 178d,83 (41-1-41 50.00%),17 (0.20),←,
32,"Foster, Peter",30y 309d,130 (68-2-60 53.08%),51 (0.39),123 (65-2-56 53.66%),49 (0.40)
29,"Grant, Chris",18y 115d,22 (11-0-11 50.00%),53 (2.41),←,
44,"Grant, Jamie",20y 288d,2 (0-0-2 0.00%),,←,
7,"Hawkins, Doug",30y 337d,245 (97-3-145 40.20%),130 (0.53),←,
10,"Hunter, Mark",25y 216d,41 (16-1-24 40.24%),2 (0.05),←,
21,"Kolyniuk, Steven",20y 276d,33 (15-1-17 46.97%),35 (1.06),←,
39,"Liberatore, Tony",25y 55d,39 (22-0-17 56.41%),23 (0.59),←,
40,"Moloney, Troy",24y 324d,33 (14-1-18 43.94%),4 (0.12),←,
14,"Reynolds, Keenan",22y 90d,19 (11-0-8 57.89%),1 (0.05),←,
33,"Royal, Brian",29y 116d,160 (83-2-75 52.50%),207 (1.29),←,
16,"Wallace, Terry",32y 115d,252 (147-2-103 58.73%),122 (0.48),67 (29-1-37 44.03%),19 (0.28)
24,"Wallis, Stephen",26y 162d,169 (85-2-82 50.89%),40 (0.24),←,
6,"Wigney, Stuart",21y 353d,43 (18-1-24 43.02%),20 (0.47),←,
15,"Wynd, Scott",21y 72d,37 (15-0-22 40.54%),6 (0.16),←,
Totals,Totals,24y 356d,1625 (797-20-808 49.05%),861 (0.53),,
C,"Wheeler, Terry",36y 25d,24 (12-0-12 50.00%),,←,
