Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
17,"Brown, Nathan",20y 124d,21 (14-0-7 66.67%),16 (0.76),←,
18,"Cameron, Leon",25y 285d,145 (79-2-64 55.17%),59 (0.41),←,
26,"Cox, Simon",21y 140d,21 (10-0-11 47.62%),7 (0.33),←,
16,"Croft, Matthew",25y 108d,75 (44-2-29 60.00%),40 (0.53),←,
11,"Curley, Todd",25y 151d,43 (21-1-21 50.00%),27 (0.63),40 (19-1-20 48.75%),26 (0.65)
14,"Darcy, Luke",22y 337d,59 (31-1-27 53.39%),45 (0.76),←,
28,"Dimattina, Paul",23y 204d,36 (23-0-13 63.89%),14 (0.39),←,
4,"Garlick, Simon",23y 65d,56 (34-0-22 60.71%),32 (0.57),12 (10-0-2 83.33%),5 (0.42)
3,"Grant, Chris",25y 183d,177 (94-3-80 53.95%),334 (1.89),←,
9,"Hudson, Paul",27y 329d,166 (101-0-65 60.84%),325 (1.96),32 (21-0-11 65.63%),61 (1.91)
6,"Johnson, Brad",21y 331d,88 (44-2-42 51.14%),60 (0.68),←,
2,"Kolyniuk, Steven",27y 344d,149 (78-1-70 52.68%),162 (1.09),←,
35,"Kretiuk, Steven",25y 345d,86 (51-1-34 59.88%),9 (0.10),←,
23,"Martin, Michael",21y 109d,29 (17-1-11 60.34%),10 (0.34),←,
10,"Montgomery, Brett",25y 13d,25 (19-0-6 76.00%),27 (1.08),←,
29,"Powell, Stephen",21y 280d,6 (4-0-2 66.67%),3 (0.50),←,
36,"Romero, Jose",26y 317d,162 (87-1-74 54.01%),142 (0.88),73 (38-1-34 52.74%),44 (0.60)
5,"Smith, Rohan",25y 14d,111 (60-2-49 54.95%),84 (0.76),←,
8,"Southern, Daniel",23y 164d,76 (41-1-34 54.61%),22 (0.29),←,
7,"West, Scott",23y 212d,114 (60-1-53 53.07%),44 (0.39),←,
24,"Wira, Brad",26y 90d,50 (24-1-25 49.00%),4 (0.08),49 (24-1-24 50.00%),4 (0.08)
15,"Wynd, Scott",28y 140d,181 (92-3-86 51.66%),28 (0.15),←,
Totals,Totals,24y 178d,1876 (1028-23-825 54.80%),1494 (0.80),,
C,"Wallace, Terry",39y 183d,46 (28-0-18 60.87%),,←,
