Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",26y 253d,157 (69-1-87 44.27%),94 (0.60),←,
5,"Broadbent, Matthew",24y 253d,106 (43-1-62 41.04%),40 (0.38),←,
27,"Carlile, Alipate",27y 346d,155 (66-1-88 42.90%),5 (0.03),←,
18,"Cornes, Kane",32y 96d,295 (149-2-144 50.85%),92 (0.31),←,
7,"Ebert, Brad",25y 9d,149 (62-1-86 41.95%),77 (0.52),73 (34-1-38 47.26%),44 (0.60)
9,"Gray, Robbie",27y 12d,117 (51-0-66 43.59%),161 (1.38),←,
8,"Hartlett, Hamish",24y 240d,92 (38-1-53 41.85%),56 (0.61),←,
36,"Hombsch, Jack",22y 35d,41 (18-0-23 43.90%),,32 (18-0-14 56.25%),
24,"Impey, Jarman",19y 276d,20 (11-0-9 55.00%),3 (0.15),←,
42,"Jonas, Tom",24y 92d,58 (26-1-31 45.69%),1 (0.02),←,
6,"Monfries, Angus",28y 82d,193 (80-3-110 42.23%),226 (1.17),43 (22-0-21 51.16%),61 (1.42)
3,"Neade, Jake",20y 317d,26 (14-0-12 53.85%),22 (0.85),←,
29,"Pittard, Jasper",24y 10d,58 (30-0-28 51.72%),8 (0.14),←,
21,"Polec, Jared",22y 181d,42 (23-0-19 54.76%),26 (0.62),26 (16-0-10 61.54%),17 (0.65)
34,"Redden, Jarrad",24y 105d,16 (4-1-11 28.13%),3 (0.19),←,
4,"Ryder, Paddy",27y 28d,172 (79-4-89 47.09%),119 (0.69),2 (0-0-2 0.00%),2 (1.00)
28,"Schulz, Jay",29y 358d,169 (68-3-98 41.12%),281 (1.66),98 (44-1-53 45.41%),223 (2.28)
12,"Trengove, Jackson",24y 160d,100 (39-1-60 39.50%),8 (0.08),←,
39,"Westhoff, Justin",28y 192d,161 (70-1-90 43.79%),205 (1.27),←,
19,"White, Matt",27y 361d,129 (59-4-66 47.29%),80 (0.62),24 (15-0-9 62.50%),26 (1.08)
16,"Wines, Ollie",20y 186d,51 (29-0-22 56.86%),24 (0.47),←,
20,"Wingard, Chad",21y 256d,69 (33-1-35 48.55%),98 (1.42),←,
Totals,Totals,25y 75d,2376 (1061-26-1289 44.65%),1629 (0.69),,
C,"Hinkley, Ken",48y 193d,50 (29-0-21 58.00%),,←,
