Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",19y 128d,17 (2-0-15 11.76%),6 (0.35),←,
21,"Buntine, Matt",18y 297d,3 (1-0-2 33.33%),,←,
18,"Cameron, Jeremy",19y 132d,16 (2-0-14 12.50%),29 (1.81),←,
24,"Clifton, Steve",25y 76d,3 (0-0-3 0.00%),1 (0.33),←,
11,"Cornes, Chad",32y 273d,253 (135-1-117 53.56%),179 (0.71),14 (2-0-12 14.29%),4 (0.29)
13,"Darley, Sam",19y 178d,7 (0-0-7 0.00%),,←,
1,"Davis, Phil",21y 347d,37 (13-0-24 35.14%),5 (0.14),19 (2-0-17 10.53%),4 (0.21)
22,"Edwards, Shaun",18y 242d,9 (0-0-9 0.00%),1 (0.11),←,
4,"Folau, Israel",23y 130d,11 (1-0-10 9.09%),1 (0.09),←,
26,"Giles, Jonathan",24y 216d,17 (2-0-15 11.76%),15 (0.88),←,
15,"Golds, Tim",19y 127d,1 (0-0-1 0.00%),,←,
2,"Hampton, Curtly",19y 154d,14 (1-0-13 7.14%),5 (0.36),←,
36,"Hombsch, Jack",19y 157d,8 (0-0-8 0.00%),,←,
33,"Hoskin-Elliott, Will",18y 344d,7 (1-0-6 14.29%),8 (1.14),←,
40,"Kennedy, Adam",20y 30d,12 (2-0-10 16.67%),,←,
25,"Miles, Anthony",20y 165d,5 (1-0-4 20.00%),,←,
27,"Phillips, Andrew",21y 39d,7 (1-0-6 14.29%),2 (0.29),←,
6,"Power, Luke",32y 216d,299 (154-3-142 52.01%),226 (0.76),17 (2-0-15 11.76%),
9,"Scully, Tom",21y 88d,48 (15-1-32 32.29%),9 (0.19),17 (2-0-15 11.76%),3 (0.18)
34,"Smith, Devon",19y 83d,17 (2-0-15 11.76%),9 (0.53),←,
20,"Tomlinson, Adam",19y 1d,8 (0-0-8 0.00%),2 (0.25),←,
17,"Treloar, Adam",19y 155d,16 (2-0-14 12.50%),9 (0.56),←,
Totals,Totals,21y 196d,815 (335-5-475 41.10%),507 (0.62),,
C,"Sheedy, Kevin",64y 231d,653 (388-6-259 59.88%),,19 (2-0-17 10.53%),
