Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",21y 188d,33 (24-1-8 74.24%),5 (0.15),←,
21,"Akermanis, Jason",32y 48d,295 (178-6-111 61.36%),382 (1.29),47 (27-2-18 59.57%),75 (1.60)
5,"Boyd, Matthew",26y 229d,118 (57-2-59 49.15%),35 (0.30),←,
17,"Cooney, Adam",23y 195d,115 (57-2-56 50.43%),115 (1.00),←,
4,"Cross, Daniel",26y 14d,113 (54-3-56 49.12%),20 (0.18),←,
10,"Eagleton, Nathan",30y 154d,239 (111-5-123 47.49%),202 (0.85),183 (85-3-95 47.27%),157 (0.86)
13,"Giansiracusa, Daniel",27y 33d,153 (67-4-82 45.10%),156 (1.02),←,
9,"Gilbee, Lindsay",27y 279d,143 (69-2-72 48.95%),82 (0.57),←,
16,"Griffen, Ryan",22y 260d,78 (46-1-31 59.62%),38 (0.49),←,
8,"Hahn, Mitch",27y 338d,140 (65-2-73 47.14%),117 (0.84),←,
25,"Hargrave, Ryan",27y 261d,144 (66-4-74 47.22%),34 (0.24),←,
7,"Higgins, Shaun",21y 40d,35 (20-1-14 58.57%),37 (1.06),←,
20,"Hill, Josh",20y 84d,22 (15-1-6 70.45%),20 (0.91),←,
15,"Hudson, Ben",30y 48d,81 (51-1-29 63.58%),8 (0.10),26 (19-1-6 75.00%),2 (0.08)
6,"Johnson, Brad",32y 269d,327 (156-7-164 48.78%),517 (1.58),←,
36,"Lake, Brian",27y 45d,125 (57-2-66 46.40%),13 (0.10),←,
27,"Minson, Will",24y 2d,69 (41-1-27 60.14%),34 (0.49),←,
38,"Morris, Dale",26y 105d,90 (52-2-36 58.89%),2 (0.02),←,
42,"Picken, Liam",22y 255d,2 (2-0-0 100.00%),,←,
35,"Tiller, Stephen",22y 18d,18 (10-1-7 58.33%),7 (0.39),←,
14,"Ward, Callan",19y 3d,9 (7-0-2 77.78%),3 (0.33),←,
12,"Williams, Tom",22y 270d,22 (13-1-8 61.36%),1 (0.05),←,
Totals,Totals,25y 192d,2371 (1218-49-1104 51.37%),1828 (0.77),,
C,"Eade, Rodney",51y 9d,248 (134-4-110 54.84%),,96 (53-2-41 56.25%),
