Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",3,,3,6,1,,,2.0,,,1.0,1.0,1.0,,,3.0,3.0,,,1.0,,,
18,"Cameron, Leon",14,3,4,18,2,2.0,,,,6.0,3.0,,1.0,2.0,,10.0,8.0,1.0,,,,,
43,"Contessa, Adam",7,,3,10,,1.0,,3.0,,1.0,2.0,1.0,2.0,1.0,,5.0,5.0,,,,,,
12,"Cook, James",3,2,4,7,2,1.0,,,,,,1.0,1.0,1.0,,6.0,1.0,1.0,2.0,,,,
16,"Croft, Matthew",6,2,2,8,,,,1.0,1.0,1.0,,2.0,1.0,2.0,,8.0,2.0,1.0,,1.0,,,
11,"Curley, Todd",5,2,3,8,,1.0,,,,2.0,,3.0,,,,2.0,5.0,1.0,,1.0,,,
14,"Darcy, Luke",2,1,,2,,,2.0,,,,,1.0,,2.0,,,2.0,,1.0,,,,
21,"Dent, Matthew",9,1,1,10,,,,1.0,3.0,,,1.0,1.0,,,3.0,4.0,,,,,,
28,"Dimattina, Paul",19,1,8,27,,,,3.0,4.0,4.0,6.0,2.0,3.0,1.0,,17.0,8.0,,,,,,
4,"Garlick, Simon",17,2,7,24,1,,,,3.0,6.0,14.0,1.0,,,,11.0,10.0,,,,,,
3,"Grant, Chris",16,4,6,22,,1.0,,1.0,2.0,5.0,2.0,1.0,2.0,3.0,,11.0,10.0,1.0,1.0,,,,
9,"Hudson, Paul",2,1,,2,,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,
6,"Johnson, Brad",7,2,,7,,,,,2.0,2.0,,,,,,4.0,3.0,,,1.0,,,
35,"Kretiuk, Steven",11,4,3,14,,,,1.0,1.0,,1.0,1.0,1.0,4.0,,4.0,6.0,,,2.0,,,
39,"Liberatore, Tony",14,1,5,19,,,,5.0,,4.0,6.0,,1.0,4.0,3.0,14.0,5.0,,,1.0,,,
10,"Montgomery, Brett",13,5,3,16,,,,1.0,3.0,1.0,,2.0,1.0,3.0,,4.0,11.0,,,1.0,,,
29,"Powell, Stephen",14,5,8,22,,,,2.0,,8.0,3.0,1.0,,1.0,,14.0,7.0,1.0,1.0,3.0,,,
30,"Robbins, Matthew",7,,,7,,,,,1.0,1.0,,1.0,1.0,1.0,,3.0,4.0,,,,,,
5,"Smith, Rohan",7,2,3,10,2,1.0,,,1.0,1.0,1.0,,1.0,1.0,,4.0,6.0,1.0,1.0,1.0,,,
7,"West, Scott",16,,13,29,,1.0,,,3.0,5.0,7.0,,3.0,,2.0,17.0,8.0,,,,,,
1,"Winmar, Nicky",4,,,4,1,,,,,1.0,,,1.0,1.0,,3.0,1.0,,,,,,
15,"Wynd, Scott",5,,7,12,,,33.0,1.0,,2.0,5.0,1.0,2.0,2.0,1.0,9.0,2.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,38,83,284,9,12.0,35.0,21.0,24.0,51.0,51.0,20.0,24.0,30.0,6.0,153.0,112.0,7.0,6.0,14.0,1.0,,
Opposition,Opposition,178,42,65,243,6,8.0,34.0,31.0,33.0,33.0,32.0,26.0,30.0,24.0,,152.0,86.0,9.0,4.0,25.0,8.0,,
