Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",20y 206d,49 (10-1-38 21.43%),25 (0.51),←,
22,"Bain, David",25y 352d,63 (14-1-48 23.02%),38 (0.60),←,
25,"Campbell, Matthew",28y 79d,65 (15-1-49 23.85%),21 (0.32),←,
1,"Champion, Richard",24y 4d,22 (3-1-18 15.91%),8 (0.36),←,
12,"Clarke, Troy",22y 315d,16 (2-1-13 15.63%),8 (0.50),←,
4,"Gastev, John",27y 251d,94 (32-1-61 34.57%),63 (0.67),64 (15-1-48 24.22%),32 (0.50)
34,"Green, Ashley",19y 12d,2 (1-1-0 75.00%),,←,
32,"Hart, Shaun",20y 337d,20 (5-1-14 27.50%),3 (0.15),←,
11,"Hutton, John",25y 328d,4 (1-1-2 37.50%),8 (2.00),←,
17,"Leslie, Martin",29y 153d,55 (12-1-42 22.73%),4 (0.07),←,
40,"McLuckie, Steven",19y 66d,3 (1-1-1 50.00%),4 (1.33),←,
24,"Merrett, Roger",31y 365d,231 (117-3-111 51.30%),255 (1.10),82 (20-1-61 25.00%),107 (1.30)
26,"Noonan, Danny",23y 141d,21 (3-1-17 16.67%),9 (0.43),←,
44,"Palfreyman, Nigel",18y 199d,4 (1-1-2 37.50%),1 (0.25),←,
6,"Retzlaff, Brendon",22y 362d,2 (1-1-0 75.00%),,←,
23,"Schache, Laurence",24y 184d,20 (3-1-16 17.50%),50 (2.50),←,
29,"Wearne, David",21y 344d,17 (2-1-14 14.71%),2 (0.12),←,
33,"White, Darryl",18y 311d,4 (1-1-2 37.50%),1 (0.25),←,
28,"Windsor, Ray",19y 251d,10 (2-1-7 25.00%),5 (0.50),←,
18,"Worsfold, Peter",21y 282d,12 (1-1-10 12.50%),15 (1.25),←,
Totals,Totals,23y 136d,714 (227-22-465 31.79%),520 (0.73),,
C,"Walls, Robert",41y 272d,225 (119-2-104 53.33%),,26 (4-1-21 17.31%),
