Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
21,"Balta, Noah",24y 208d,91 (51-2-38 57.14%),32 (0.35),←,
29,"Bolton, Shai",25y 162d,123 (67-4-52 56.10%),148 (1.20),←,
35,"Broad, Nathan",31y 33d,135 (86-3-46 64.81%),3 (0.02),←,
30,"Brown, Tom",20y 293d,9 (1-0-8 11.11%),,←,
26,"Coulthard, Matthew",23y 7d,5 (1-0-4 20.00%),2 (0.40),←,
38,"Cumberland, Noah",23y 64d,20 (6-1-13 32.50%),29 (1.45),←,
27,"Dow, Thomson",22y 215d,27 (7-1-19 27.78%),1 (0.04),←,
48,"Green, Steely",20y 130d,1 (0-0-1 0.00%),,←,
42,"Lefau, Mykelti",25y 331d,8 (1-0-7 12.50%),10 (1.25),←,
31,"Mansell, Rhyan",23y 349d,41 (13-1-27 32.93%),17 (0.41),←,
4,"Martin, Dustin",32y 327d,297 (163-4-130 55.56%),332 (1.12),←,
28,"McAuliffe, Kane",19y 78d,3 (0-0-3 0.00%),,←,
33,"McIntosh, Kamdyn",30y 45d,177 (106-3-68 60.73%),49 (0.28),←,
46,"Miller, Ben",24y 261d,33 (13-3-17 43.94%),9 (0.27),←,
25,"Nankervis, Toby",29y 280d,145 (89-2-54 62.07%),37 (0.26),133 (82-2-49 62.41%),34 (0.26)
50,"Pickett, Marlion",32y 133d,88 (43-4-41 51.14%),25 (0.28),←,
3,"Prestia, Dion",31y 219d,216 (103-3-110 48.38%),71 (0.33),121 (77-3-41 64.88%),41 (0.34)
13,"Ralphsmith, Hugo",22y 191d,37 (14-1-22 39.19%),10 (0.27),←,
17,"Rioli, Daniel",27y 32d,170 (97-4-69 58.24%),104 (0.61),←,
15,"Short, Jayden",28y 115d,162 (93-4-65 58.64%),35 (0.22),←,
40,"Sonsie, Tyler",21y 112d,16 (5-1-10 34.38%),6 (0.38),←,
1,"Vlastuin, Nick",30y 29d,221 (130-4-87 59.73%),29 (0.13),←,
45,"Young, Tylar",25y 256d,28 (9-0-19 32.14%),,←,
Totals,Totals,25y 343d,2053 (1098-45-910 53.48%),949 (0.46),,
C,"Yze, Adem",46y 240d,11 (2-0-9 18.18%),,10 (1-0-9 10.00%),
