Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Chisholm, Scott",5,,2,7,,,,,6.0,,1.0,,2.0,1.0,,2.0,4.0,,,1.0,1.0,,
8,"Farmer, Jeff",7,3,2,9,1,2.0,,,,3.0,,,,1.0,,6.0,2.0,2.0,2.0,2.0,,,
20,"Febey, Matthew",19,7,8,27,2,2.0,,4.0,1.0,9.0,1.0,2.0,2.0,,,9.0,18.0,,,1.0,3.0,,
27,"Ingerson, Anthony",6,4,7,13,,,1.0,,1.0,1.0,,,2.0,1.0,,5.0,8.0,,,,1.0,,
16,"Johnstone, Travis",1,,1,2,,,,,,1.0,,,,,,2.0,,,,,,,
7,"Kowal, Darren",1,,,1,1,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,
36,"Leoncelli, Andrew",13,6,9,22,,1.0,,2.0,4.0,3.0,10.0,3.0,,1.0,,8.0,14.0,,,,,,
45,"Longmuir, Troy",8,7,12,20,,,,4.0,2.0,3.0,3.0,3.0,,,,8.0,12.0,1.0,,1.0,,,
6,"Lovett, Glenn",11,3,4,15,1,,,,1.0,3.0,1.0,2.0,3.0,1.0,,7.0,8.0,1.0,,,2.0,,
35,"McDonald, Anthony",11,4,1,12,2,2.0,,2.0,2.0,3.0,,1.0,2.0,,,5.0,8.0,1.0,1.0,,1.0,,
9,"Neitz, David",12,7,4,16,,4.0,3.0,2.0,,6.0,1.0,2.0,1.0,,,7.0,7.0,2.0,4.0,1.0,,,
44,"Nicholson, Alistair",1,1,3,4,,,12.0,,,,1.0,1.0,,1.0,,4.0,,1.0,,,,,
37,"Ottens, Luke",4,2,4,8,,,9.0,,,2.0,,1.0,,,,3.0,5.0,,,1.0,,,
43,"Rigoni, Guy",13,2,7,20,1,1.0,1.0,,3.0,4.0,5.0,2.0,,1.0,,6.0,15.0,,,1.0,6.0,,
24,"Robertson, Russell",5,1,1,6,1,3.0,,,,1.0,1.0,,1.0,,,4.0,3.0,1.0,,,,,
5,"Schwarz, David",7,5,4,11,,1.0,3.0,,,2.0,2.0,,2.0,,,5.0,7.0,2.0,,,1.0,,
10,"Seecamp, Marcus",6,6,11,17,,,2.0,,4.0,,,4.0,1.0,1.0,,10.0,8.0,,,1.0,,,
2,"Tingay, Stephen",10,5,5,15,3,2.0,,3.0,2.0,1.0,,2.0,1.0,1.0,,8.0,6.0,1.0,3.0,1.0,,,
12,"Viney, Todd",13,3,9,22,,,,2.0,2.0,6.0,3.0,1.0,2.0,5.0,2.0,8.0,12.0,,,2.0,,,
42,"Walsh, Peter",4,1,6,10,,,,,1.0,4.0,,,,1.0,,4.0,6.0,,,2.0,,,
22,"Woewodin, Shane",6,3,5,11,,,,,2.0,2.0,2.0,,,2.0,,6.0,6.0,1.0,,,1.0,,
13,"Yze, Adem",16,5,6,22,,,,1.0,5.0,4.0,,2.0,,,,8.0,14.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,75,111,290,12,19.0,31.0,21.0,36.0,59.0,31.0,26.0,19.0,17.0,2.0,125.0,164.0,14.0,10.0,14.0,17.0,,
Opposition,Opposition,233,109,91,324,14,13.0,29.0,28.0,38.0,56.0,34.0,26.0,17.0,19.0,4.0,122.0,196.0,19.0,17.0,21.0,12.0,,
