Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",19y 314d,29 (7-0-22 24.14%),21 (0.72),←,
27,"Ainsworth, Ben",19y 190d,12 (2-0-10 16.67%),14 (1.17),←,
31,"Brooksby, Keegan",27y 114d,13 (1-0-12 7.69%),3 (0.23),←,
8,"Fiorini, Brayden",19y 362d,14 (3-0-11 21.43%),7 (0.50),←,
33,"Hall, Aaron",26y 283d,96 (32-1-63 33.85%),75 (0.78),←,
14,"Hallahan, Mitch",24y 361d,25 (4-0-21 16.00%),7 (0.28),19 (1-0-18 5.26%),5 (0.26)
1,"Hanley, Pearce",28y 277d,141 (41-0-100 29.08%),59 (0.42),12 (3-0-9 25.00%),1 (0.08)
5,"Harbrow, Jarrod",29y 32d,201 (77-2-122 38.81%),53 (0.26),131 (37-1-93 28.63%),32 (0.24)
38,"Joyce, Jesse",20y 2d,28 (8-0-20 28.57%),1 (0.04),←,
21,"Leslie, Jack",22y 114d,19 (5-0-14 26.32%),,←,
7,"Lonergan, Jesse",22y 278d,55 (14-1-40 26.36%),6 (0.11),←,
44,"Macpherson, Darcy",19y 294d,11 (0-0-11 0.00%),5 (0.45),←,
4,"Martin, Jack",22y 202d,65 (19-1-45 30.00%),59 (0.91),←,
17,"May, Steven",25y 221d,105 (34-1-70 32.86%),18 (0.17),←,
18,"McKenzie, Trent",25y 138d,105 (29-0-76 27.62%),22 (0.21),←,
11,"Miller, Touk",21y 178d,59 (13-1-45 22.88%),18 (0.31),←,
3,"Rosa, Matt",30y 269d,201 (96-1-104 48.01%),44 (0.22),33 (9-0-24 27.27%),5 (0.15)
42,"Saad, Adam",23y 27d,47 (13-1-33 28.72%),3 (0.06),←,
36,"Schoenfeld, Josh",20y 47d,8 (1-0-7 12.50%),3 (0.38),←,
43,"Spencer, Max",19y 319d,4 (0-0-4 0.00%),,←,
24,"Swallow, David",24y 273d,96 (28-0-68 29.17%),50 (0.52),←,
30,"Wright, Peter",20y 345d,41 (9-0-32 21.95%),57 (1.39),←,
Totals,Totals,23y 161d,1375 (436-9-930 31.71%),525 (0.38),,
C,"Solomon, Dean",37y 222d,2 (0-0-2 0.00%),,←,
