Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Ah Chee, Brendon",5,3,15,20,,,2.0,4.0,,1,4.0,3.0,1.0,2.0,,14,8,,1.0,2,,1.0,70.0
15,"Amon, Karl",11,5,2,13,2.0,,,2.0,,4,,,1.0,,,2,10,,1.0,1,,2.0,69.0
1,"Boak, Travis",9,2,13,22,1.0,1.0,,4.0,,5,2.0,3.0,2.0,2.0,,6,17,,,2,1.0,1.0,78.0
5,"Broadbent, Matthew",14,8,13,27,,,,1.0,6.0,3,1.0,5.0,,1.0,,9,17,,,1,,,90.0
33,"Byrne-Jones, Darcy",7,1,7,14,1.0,,,1.0,1.0,2,,,,,,2,12,,,1,,,73.0
22,"Dixon, Charlie",10,5,2,12,3.0,2.0,,,,4,,1.0,2.0,1.0,,7,6,3.0,1.0,3,,1.0,92.0
7,"Ebert, Brad",9,4,9,18,1.0,2.0,7.0,6.0,,2,3.0,5.0,1.0,4.0,,8,11,,1.0,3,,,82.0
9,"Gray, Robbie",11,1,19,30,2.0,1.0,,2.0,2.0,7,12.0,4.0,1.0,1.0,3.0,22,9,1.0,,1,1.0,2.0,86.0
46,"Gray, Sam",12,6,8,20,,,,5.0,,3,,5.0,2.0,3.0,,5,15,,1.0,1,1.0,2.0,73.0
36,"Hombsch, Jack",8,6,3,11,,,,,1.0,3,,1.0,,,,2,9,,,2,1.0,,91.0
24,"Impey, Jarman",5,3,9,14,,,,1.0,2.0,2,,3.0,,2.0,,4,10,,,2,,1.0,73.0
42,"Jonas, Tom",8,5,8,16,,,,5.0,2.0,1,,2.0,,,,5,10,,,14,,,89.0
23,"Lobbe, Matthew",5,2,2,7,,,27.0,4.0,1.0,2,3.0,2.0,2.0,,,3,4,,,5,,,87.0
3,"Neade, Jake",5,2,10,15,,1.0,,3.0,1.0,5,1.0,,1.0,,,6,9,,1.0,1,,,88.0
29,"Pittard, Jasper",20,9,9,29,,,,2.0,1.0,2,,4.0,,1.0,1.0,1,25,,,1,5.0,,92.0
21,"Polec, Jared",13,4,10,23,1.0,,,6.0,2.0,1,1.0,1.0,2.0,,2.0,8,16,,,3,1.0,,82.0
14,"Stewart, Paul",3,2,7,10,,,,4.0,,1,,4.0,1.0,,,5,6,,,1,,,68.0
18,"Toumpas, Jimmy",12,5,16,28,,1.0,,1.0,2.0,7,3.0,4.0,,,,12,14,1.0,2.0,2,1.0,,89.0
12,"Trengove, Jackson",3,2,4,7,,,,,2.0,1,,3.0,1.0,2.0,,1,6,,,8,,,92.0
39,"Westhoff, Justin",9,7,5,14,2.0,1.0,4.0,2.0,3.0,1,2.0,1.0,1.0,1.0,,5,9,1.0,1.0,4,,,87.0
16,"Wines, Ollie",4,1,21,25,1.0,,3.0,9.0,2.0,3,6.0,8.0,,4.0,,15,11,,1.0,1,,2.0,70.0
40,"Young, Aaron",9,4,9,18,3.0,1.0,,2.0,3.0,1,,1.0,,,,7,10,1.0,2.0,2,,,81.0
Totals,Totals,192,87,201,393,17.0,10.0,43.0,64.0,31.0,61,38.0,60.0,18.0,24.0,6.0,149,244,7.0,12.0,61,11.0,12.0,
Opposition,Opposition,190,91,195,385,7.0,9.0,40.0,87.0,42.0,41,37.0,56.0,24.0,18.0,,130,258,8.0,9.0,49,,3.0,
