Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",21y 187d,32 (23-0-9 71.88%),10 (0.31),←,
21,"Bradley, Craig",32y 313d,243 (155-2-86 64.20%),183 (0.75),←,
20,"Brown, Fraser",26y 13d,120 (74-1-45 62.08%),77 (0.64),←,
16,"Camporeale, Scott",21y 20d,45 (36-0-9 80.00%),31 (0.69),←,
39,"Christou, Ang",24y 228d,95 (69-1-25 73.16%),17 (0.18),←,
6,"Clape, Matt",27y 95d,68 (53-0-15 77.94%),55 (0.81),39 (32-0-7 82.05%),41 (1.05)
34,"De Iulio, Ron",24y 138d,59 (40-0-19 67.80%),52 (0.88),←,
35,"Dean, Peter",31y 175d,213 (138-1-74 65.02%),29 (0.14),←,
13,"Hanna, Mil",30y 148d,181 (107-2-72 59.67%),80 (0.44),←,
17,"Heaver, Brent",25y 77d,75 (53-1-21 71.33%),118 (1.57),63 (44-1-18 70.63%),106 (1.68)
9,"Hickmott, Adrian",24y 154d,70 (46-0-24 65.71%),35 (0.50),20 (14-0-6 70.00%),11 (0.55)
4,"Kernahan, Stephen",32y 365d,233 (149-2-82 64.38%),707 (3.03),←,
43,"Koutoufides, Anthony",23y 226d,83 (57-1-25 69.28%),53 (0.64),←,
44,"Madden, Justin",35y 92d,330 (211-2-117 64.24%),190 (0.58),285 (181-2-102 63.86%),170 (0.60)
22,"Manton, Glenn",23y 91d,55 (38-0-17 69.09%),13 (0.24),34 (27-0-7 79.41%),9 (0.26)
5,"McKay, Andrew",26y 48d,84 (61-1-22 73.21%),14 (0.17),←,
18,"Murphy, Justin",20y 129d,26 (19-0-7 73.08%),27 (1.04),14 (10-0-4 71.43%),18 (1.29)
7,"Ratten, Brett",25y 51d,119 (77-0-42 64.71%),30 (0.25),←,
23,"Rice, Dean",28y 167d,142 (66-1-75 46.83%),67 (0.47),26 (21-0-5 80.77%),24 (0.92)
14,"Sexton, Michael",25y 179d,129 (85-1-43 66.28%),11 (0.09),←,
1,"Silvagni, Stephen",29y 92d,210 (140-1-69 66.90%),127 (0.60),←,
Totals,Totals,26y 229d,2612 (1697-17-898 64.97%),1926 (0.74),,
C,"Parkin, David",53y 354d,421 (256-2-163 61.05%),,258 (169-2-87 65.89%),
