Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",2,,1,3,,,,,,,,,1.0,,,,,,,,,,
18,"Blakey, John",5,4,6,11,,,,,,,,,,2.0,,,,,,,,,
49,"Bunn, Mark",9,3,3,12,,,,,,,,,2.0,,,,,,,,,,
40,"Clayton, Scott",15,3,10,25,,1.0,,,,,,,,,,,,,,,,,
7,"Gale, Michael",7,2,5,12,,,,1.0,,,,,,1.0,,,,,,,,,
43,"Johnston, Andrew",14,4,7,21,,,1.0,1.0,,,,,2.0,,,,,,,,,,
21,"Kappler, Darren",19,5,1,20,,,,1.0,,,,,,3.0,,,,,,,,,
12,"Kickett, Dale",4,1,3,7,1,1.0,,5.0,,,,,,2.0,,,,,,,,,
11,"Lynch, Alastair",14,6,1,15,1,1.0,,,,,,,3.0,1.0,,,,,,,,,
29,"Lyon, Ross",4,2,2,6,,,,1.0,,,,,,1.0,,,,,,,,,
16,"Matera, Wally",4,2,6,10,1,1.0,,1.0,,,,,,,,,,,,,,,
44,"Osborne, Richard",3,1,,3,3,,,1.0,,,,,,2.0,,,,,,,,,
3,"Pert, Gary",13,4,7,20,,,,5.0,,,,,2.0,1.0,,,,,,,,,
9,"Rendell, Matthew",10,5,6,16,,,9.0,2.0,,,,,2.0,1.0,,,,,,,,,
1,"Roos, Paul",11,6,3,14,2,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
20,"Rowe, Duane",10,1,3,13,,,,1.0,,,,,3.0,,,,,,,,,,
33,"Stephens, Brett",12,3,4,16,,,,1.0,,,,,3.0,,,,,,,,,,
31,"Strooper, David",3,2,1,4,,,,,,,,,,,,,,,,,,,
34,"Woods, Tony",14,1,6,20,1,,,2.0,,,,,,3.0,,,,,,,,,
8,"Wynd, Jim",17,2,2,19,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,57,77,267,9,7.0,11.0,24.0,,,,,21.0,18.0,,,,,,,,,
Opposition,Opposition,245,88,129,374,20,24.0,19.0,27.0,,,,,18.0,21.0,6.0,,,,,,,,
