Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bartram, Clint",18y 198d,22 (13-1-8 61.36%),6 (0.27),←,
6,"Bate, Matthew",19y 101d,12 (9-0-3 75.00%),7 (0.58),←,
21,"Bell, Daniel",21y 142d,26 (16-1-9 63.46%),,←,
32,"Bruce, Cameron",26y 337d,144 (74-1-69 51.74%),172 (1.19),←,
41,"Carroll, Nathan",25y 317d,39 (17-1-21 44.87%),1 (0.03),←,
36,"Davey, Aaron",23y 84d,62 (37-1-24 60.48%),93 (1.50),←,
30,"Godfrey, Simon",25y 319d,88 (43-1-44 49.43%),16 (0.18),←,
18,"Green, Brad",25y 173d,146 (76-1-69 52.40%),194 (1.33),←,
40,"Jamar, Mark",23y 24d,41 (20-1-20 50.00%),13 (0.32),←,
16,"Johnstone, Travis",26y 47d,143 (73-1-69 51.40%),104 (0.73),←,
2,"Jones, Nathan",18y 225d,6 (2-1-3 41.67%),2 (0.33),←,
23,"McDonald, James",29y 332d,175 (86-1-88 49.43%),44 (0.25),←,
5,"McLean, Brock",20y 175d,45 (26-1-18 58.89%),22 (0.49),←,
7,"Miller, Brad",23y 58d,73 (35-1-37 48.63%),22 (0.30),←,
44,"Motlop, Shannon",28y 15d,64 (33-1-30 52.34%),36 (0.56),10 (4-0-6 40.00%),5 (0.50)
9,"Neitz, David",31y 223d,284 (136-0-148 47.89%),595 (2.10),←,
27,"Rivers, Jared",21y 319d,59 (32-1-26 55.08%),4 (0.07),←,
24,"Robertson, Russell",27y 282d,188 (95-1-92 50.80%),333 (1.77),←,
12,"Sylvia, Colin",20y 298d,34 (18-1-15 54.41%),19 (0.56),←,
10,"Ward, Daniel",29y 55d,116 (45-1-70 39.22%),28 (0.24),←,
34,"White, Jeff",29y 195d,229 (114-1-114 50.00%),99 (0.43),197 (101-1-95 51.52%),81 (0.41)
13,"Yze, Adem",28y 346d,255 (119-1-135 46.86%),223 (0.87),←,
Totals,Totals,24y 293d,2251 (1119-20-1112 49.71%),2033 (0.90),,
C,"Daniher, Neale",45y 199d,208 (105-1-102 50.72%),,←,
