West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",5,1,8,13,,,,2.0,,2.0,2.0,1.0,,1.0,,7.0,6.0,,,5.0,,,
10,"Braun, Michael",10,6,3,13,,,,2.0,2.0,2.0,,3.0,,2.0,,3.0,11.0,,,2.0,,,
15,"Chambers, Callum",7,5,4,11,1,1.0,,,,1.0,1.0,,,,,3.0,10.0,,1.0,2.0,,,
22,"Collica, Michael",5,1,3,8,,,1.0,4.0,1.0,3.0,2.0,1.0,2.0,,,7.0,1.0,1.0,,3.0,,,
9,"Cousins, Ben",16,3,9,25,2,,,,,5.0,9.0,1.0,,,,13.0,14.0,2.0,1.0,3.0,1.0,,
20,"Cox, Dean",7,6,5,12,,,9.0,1.0,2.0,2.0,2.0,,1.0,,,5.0,7.0,,,2.0,,,
32,"Embley, Andrew",5,4,5,10,1,,,1.0,,3.0,,2.0,,1.0,,3.0,7.0,,1.0,2.0,,,
1,"Gardiner, Michael",17,8,7,24,1,1.0,29.0,2.0,1.0,8.0,5.0,6.0,,2.0,3.0,10.0,13.0,3.0,1.0,1.0,,,
26,"Gaspar, Travis",6,7,4,10,,,2.0,3.0,,3.0,,2.0,,1.0,,4.0,6.0,3.0,,1.0,,,
23,"Glass, Darren",1,,1,2,,,,1.0,,,1.0,,2.0,,,3.0,,,,3.0,,,
35,"Green, Kasey",6,1,8,14,,,,6.0,,2.0,1.0,2.0,1.0,2.0,,6.0,7.0,,,2.0,,,
27,"Jakovich, Glen",16,8,5,21,,,1.0,,3.0,2.0,4.0,,1.0,,,10.0,11.0,2.0,,5.0,4.0,,
18,"Jones, Rowan",1,1,,1,,,,2.0,,,,,,,,,1.0,,,,,,
3,"Judd, Chris",9,2,6,15,2,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,8.0,6.0,1.0,1.0,,2.0,,
4,"Kerr, Daniel",14,2,6,20,2,1.0,,6.0,,8.0,2.0,1.0,,,1.0,8.0,13.0,,1.0,1.0,3.0,,
30,"Matera, Peter",16,2,6,22,1,,,4.0,2.0,4.0,4.0,2.0,1.0,,,9.0,13.0,,,4.0,,,
21,"Merenda, Mark",5,1,2,7,1,2.0,,1.0,,,,1.0,,,,3.0,3.0,,1.0,,,,
8,"Taylor, Richard",4,2,2,6,,,,2.0,1.0,1.0,1.0,1.0,,,,1.0,4.0,,,,,,
37,"Williams, Andrew",9,4,2,11,2,2.0,,1.0,,5.0,,2.0,,,,5.0,7.0,,1.0,,1.0,,
40,"Wilson, Troy",12,8,,12,5,3.0,,1.0,,2.0,,2.0,2.0,,2.0,9.0,5.0,4.0,7.0,2.0,,,
44,"Wirrpanda, David",11,2,4,15,,,,,3.0,1.0,4.0,1.0,1.0,,,9.0,6.0,,1.0,2.0,,,
13,"Wooden, Josh",10,3,7,17,,,,2.0,1.0,3.0,3.0,2.0,1.0,2.0,,5.0,11.0,,,3.0,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,77,97,289,18,13.0,42.0,44.0,17.0,60.0,43.0,32.0,13.0,12.0,6.0,131.0,162.0,16.0,16.0,43.0,13.0,,
Opposition,Opposition,160,65,104,264,10,15.0,32.0,38.0,34.0,37.0,28.0,31.0,12.0,13.0,,104.0,156.0,6.0,11.0,31.0,16.0,,
