Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",8,1,4,12,,,,2.0,,4.0,,1.0,,1.0,,4.0,9.0,,,7.0,2.0,,92.0
19,"Betts, Eddie",5,1,4,9,,,,3.0,,1.0,2.0,,1.0,,,6.0,3.0,,1.0,2.0,,2.0,80.0
18,"Bower, Paul",6,2,8,14,,,,2.0,3.0,1.0,1.0,2.0,1.0,2.0,,6.0,8.0,,,2.0,,,91.0
44,"Carrazzo, Andrew",14,4,12,26,,,,3.0,1.0,7.0,4.0,1.0,,,,16.0,13.0,,,1.0,,,74.0
31,"Davies, Marcus",6,2,2,8,,,,5.0,1.0,1.0,,1.0,,,,2.0,5.0,,,,,,68.0
46,"Ellard, David",10,6,9,19,,1.0,,6.0,5.0,2.0,2.0,4.0,2.0,2.0,,5.0,14.0,,,2.0,,,73.0
38,"Garlett, Jeff",10,4,6,16,2,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,,9.0,6.0,1.0,1.0,4.0,,,82.0
4,"Gibbs, Bryce",11,2,4,15,,1.0,1.0,6.0,5.0,1.0,1.0,1.0,,1.0,,4.0,9.0,,,,1.0,,95.0
10,"Hadley, Richard",8,2,10,18,,,,3.0,1.0,2.0,4.0,,1.0,,,11.0,7.0,,,1.0,,,71.0
23,"Henderson, Lachie",4,3,4,8,2,1.0,,3.0,,1.0,,1.0,1.0,,,7.0,,3.0,2.0,1.0,,,85.0
39,"Jacobs, Sam",9,3,6,15,,,44.0,3.0,,6.0,2.0,3.0,,2.0,,8.0,7.0,1.0,,3.0,,,67.0
40,"Jamison, Michael",4,2,4,8,,,,4.0,,1.0,,,1.0,,,5.0,3.0,1.0,,3.0,1.0,,97.0
45,"Joseph, Aaron",6,1,1,7,,,,2.0,1.0,1.0,,,,,,3.0,4.0,,,5.0,,1.0,86.0
5,"Judd, Chris",17,3,12,29,,2.0,,4.0,3.0,10.0,8.0,1.0,2.0,,,18.0,11.0,,,2.0,,1.0,85.0
3,"Murphy, Marc",13,3,8,21,1,,,7.0,2.0,3.0,8.0,4.0,3.0,3.0,,14.0,7.0,,,2.0,1.0,,81.0
12,"Robinson, Mitch",7,1,2,9,,,,4.0,,4.0,2.0,2.0,,,,6.0,2.0,1.0,,1.0,,,69.0
2,"Russell, Jordan",13,7,10,23,,,,2.0,6.0,,1.0,3.0,,1.0,,14.0,7.0,4.0,,2.0,1.0,,94.0
29,"Scotland, Heath",9,5,7,16,,1.0,,3.0,2.0,3.0,2.0,1.0,,,,8.0,8.0,2.0,1.0,1.0,,,83.0
6,"Simpson, Kade",10,4,6,16,,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,,,7.0,9.0,,2.0,,1.0,1.0,83.0
30,"Waite, Jarrad",8,4,4,12,3,2.0,1.0,6.0,,3.0,,3.0,3.0,2.0,,7.0,5.0,1.0,,2.0,1.0,1.0,95.0
1,"Walker, Andrew",7,5,1,8,3,2.0,,,,2.0,,,,,,1.0,7.0,1.0,4.0,,,,89.0
11,"Warnock, Robert",6,2,4,10,2,,21.0,1.0,1.0,2.0,4.0,,2.0,,,7.0,3.0,1.0,2.0,,,,62.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,67,128,319,13,16.0,68.0,73.0,32.0,61.0,44.0,31.0,20.0,15.0,,168.0,147.0,16.0,13.0,41.0,8.0,6.0,
Opposition,Opposition,173,55,177,350,14,15.0,40.0,92.0,44.0,51.0,39.0,38.0,15.0,20.0,,155.0,189.0,11.0,8.0,62.0,8.0,10.0,
