Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Dyson, Kevin",16,2,4,20,1,,,2.0,,,,,,1.0,,,,,,,,,
33,"Farmer, Jeff",1,1,2,3,,,,,,,,,,,,,,,,,,,
20,"Febey, Matthew",10,7,1,11,,,,3.0,,,,,,,,,,,,,,,
21,"Febey, Steven",16,5,4,20,,,,3.0,,,,,1.0,2.0,,,,,,,,,
22,"Hilton, Jeff",11,4,8,19,,,,3.0,,,,,1.0,1.0,,,,,,,,,
34,"Irving, Dean",3,1,2,5,,,8.0,,,,,,,2.0,,,,,,,,,
7,"Kowal, Darren",4,2,1,5,,,,,,,,,,,,,,,,,,,
37,"Lamprill, Andrew",4,1,1,5,,,,,,,,,,1.0,,,,,,,,,
16,"Lovell, Andy",10,3,5,15,1,,,4.0,,,,,2.0,,,,,,,,,,
17,"Lovett, Brett",7,1,2,9,,,,,,,,,,,,,,,,,,,
3,"Lyon, Garry",11,6,,11,6,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,
9,"Neitz, David",12,5,3,15,2,3.0,3.0,1.0,,,,,4.0,1.0,2.0,,,,,,,,
25,"Norman, Luke",4,2,1,5,,1.0,,2.0,,,,,,,,,,,,,,,
19,"Prymke, Paul",10,5,8,18,,,,,,,,,,1.0,,,,,,,,,
10,"Seecamp, Marcus",8,6,6,14,,,,,,,,,,1.0,,,,,,,,,
29,"Smith, Shaun",7,4,,7,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
11,"Stynes, Jim",7,3,3,10,,,7.0,,,,,,1.0,3.0,,,,,,,,,
2,"Tingay, Stephen",13,4,5,18,1,,,1.0,,,,,,,,,,,,,,,
12,"Viney, Todd",9,2,3,12,,,,2.0,,,,,,2.0,,,,,,,,,
27,"Wight, Sean",3,1,1,4,,,,,,,,,2.0,,,,,,,,,,
8,"Yeats, Graeme",3,,1,4,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,65,61,230,12,10.0,19.0,24.0,,,,,13.0,17.0,2.0,,,,,,,,
Opposition,Opposition,170,56,111,281,14,14.0,18.0,36.0,,,,,17.0,13.0,4.0,,,,,,,,
