Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
2,"Backwell, Brett",20y 338d,18 (9-0-9 50.00%),12 (0.67),←,
29,"Beaumont, Simon",25y 129d,88 (52-0-36 59.09%),60 (0.68),←,
21,"Bradley, Craig",37y 180d,336 (205-2-129 61.31%),227 (0.68),←,
32,"Culpitt, Heath",23y 64d,14 (6-0-8 42.86%),5 (0.36),←,
25,"Fevola, Brendan",20y 91d,20 (12-0-8 60.00%),32 (1.60),←,
31,"Fletcher, Simon",22y 247d,38 (25-0-13 65.79%),19 (0.50),←,
17,"Freeborn, Scott",22y 336d,22 (14-0-8 63.64%),10 (0.45),←,
9,"Hickmott, Adrian",29y 22d,132 (85-0-47 64.39%),77 (0.58),82 (53-0-29 64.63%),53 (0.65)
37,"Hotton, Trent",27y 141d,46 (23-0-23 50.00%),36 (0.78),29 (19-0-10 65.52%),22 (0.76)
33,"Houlihan, Ryan",19y 90d,17 (10-0-7 58.82%),13 (0.76),←,
27,"Hulme, Darren",23y 285d,62 (30-0-32 48.39%),30 (0.48),←,
43,"Koutoufides, Anthony",28y 93d,171 (103-1-67 60.53%),142 (0.83),←,
12,"Lappin, Matthew",25y 63d,108 (59-1-48 55.09%),101 (0.94),53 (31-0-22 58.49%),75 (1.42)
10,"Mansfield, Michael",29y 256d,201 (117-1-83 58.46%),106 (0.53),20 (14-0-6 70.00%),6 (0.30)
22,"Manton, Glenn",27y 324d,144 (85-0-59 59.03%),34 (0.24),123 (74-0-49 60.16%),30 (0.24)
3,"Massie, Kris",20y 326d,36 (21-0-15 58.33%),12 (0.33),←,
5,"McKay, Andrew",30y 281d,183 (112-1-70 61.48%),26 (0.14),←,
11,"Porter, Mark",24y 192d,37 (16-0-21 43.24%),9 (0.24),←,
7,"Ratten, Brett",29y 284d,218 (128-0-90 58.72%),87 (0.40),←,
23,"Rice, Dean",33y 35d,227 (110-1-116 48.68%),85 (0.37),111 (65-0-46 58.56%),42 (0.38)
1,"Silvagni, Stephen",33y 325d,295 (186-1-108 63.22%),189 (0.64),←,
8,"Whitnall, Lance",21y 241d,95 (51-0-44 53.68%),193 (2.03),←,
Totals,Totals,26y 98d,2508 (1459-8-1041 58.17%),1505 (0.60),,
C,"Brittain, Wayne",42y 312d,4 (2-0-2 50.00%),,←,
