St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Birss, Shane",12,7,3,15,,1.0,,3.0,,5.0,,1.0,,,,,15.0,,2.0,2.0,,2.0,82.0
27,"Blake, Jason",6,7,12,18,,,2.0,,,2.0,1.0,,,,,5.0,13.0,,,2.0,1.0,,100.0
16,"Clarke, Raphael",12,8,12,24,,,,1.0,6.0,1.0,,1.0,,1.0,,7.0,17.0,,,4.0,2.0,,96.0
26,"Dal Santo, Nick",18,7,7,25,,1.0,,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,18.0,,1.0,1.0,,,78.0
24,"Dempster, Sean",,,,,,,,1.0,,,,,,,,,,,,,,,2.0
40,"Eddy, Robert",8,4,11,19,1,1.0,,5.0,,2.0,2.0,4.0,1.0,1.0,,8.0,11.0,,1.0,,,,83.0
25,"Fisher, Sam",16,11,9,25,,,,2.0,2.0,2.0,1.0,4.0,,2.0,,6.0,21.0,,,7.0,2.0,,99.0
28,"Gardiner, Charlie",8,6,3,11,1,,,2.0,,3.0,,1.0,2.0,1.0,,6.0,6.0,2.0,2.0,2.0,1.0,1.0,86.0
19,"Gilbert, Sam",4,3,2,6,,,,2.0,1.0,,,2.0,,,,4.0,2.0,1.0,,6.0,,,98.0
18,"Goddard, Brendon",20,7,10,30,1,,,3.0,5.0,6.0,3.0,2.0,3.0,2.0,,12.0,17.0,,,2.0,1.0,1.0,74.0
1,"Gram, Jason",16,7,11,27,3,,,,,8.0,1.0,,2.0,,,8.0,18.0,,2.0,1.0,3.0,,89.0
33,"Gwilt, James",7,6,5,12,,1.0,,2.0,,1.0,1.0,1.0,,,,2.0,11.0,,1.0,1.0,1.0,1.0,82.0
35,"Harvey, Robert",16,5,8,24,,,,4.0,7.0,3.0,4.0,5.0,,,,8.0,16.0,,,,4.0,,57.0
7,"Hayes, Lenny",13,4,16,29,,,,3.0,2.0,7.0,4.0,4.0,1.0,2.0,3.0,8.0,21.0,,,1.0,2.0,1.0,83.0
8,"Hudghton, Max",3,3,4,7,,,,1.0,3.0,,,1.0,,1.0,,2.0,5.0,,,7.0,1.0,,94.0
38,"Jones, Clinton",6,3,7,13,,3.0,,4.0,,2.0,2.0,,1.0,,,2.0,10.0,,,5.0,,1.0,91.0
2,"King, Steven",5,4,4,9,1,,22.0,,,,1.0,2.0,,,,2.0,7.0,,2.0,1.0,,1.0,77.0
23,"Koschitzke, Justin",13,14,9,22,,2.0,12.0,3.0,3.0,2.0,2.0,5.0,,2.0,,5.0,17.0,2.0,2.0,3.0,1.0,1.0,86.0
44,"Milne, Stephen",21,9,3,24,7,2.0,,1.0,,1.0,3.0,3.0,2.0,1.0,2.0,9.0,13.0,1.0,5.0,3.0,2.0,,83.0
11,"Montagna, Leigh",20,6,5,25,1,,,2.0,2.0,9.0,3.0,6.0,,4.0,,8.0,17.0,,,,1.0,2.0,85.0
12,"Riewoldt, Nick",12,11,9,21,4,5.0,5.0,2.0,,2.0,,,4.0,,,10.0,11.0,3.0,8.0,2.0,,1.0,93.0
13,"Schneider, Adam",11,9,3,14,2,3.0,,2.0,1.0,2.0,1.0,2.0,,2.0,,4.0,12.0,2.0,6.0,,1.0,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,247,141,153,400,21,21.0,41.0,46.0,34.0,60.0,35.0,46.0,18.0,20.0,6.0,124.0,278.0,11.0,32.0,50.0,23.0,13.0,
Opposition,Opposition,165,91,142,307,5,9.0,22.0,40.0,36.0,39.0,26.0,50.0,20.0,18.0,,93.0,219.0,7.0,3.0,49.0,23.0,4.0,
