Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",21y 241d,47 (19-1-27 41.49%),9 (0.19),←,
20,"Black, Simon",28y 102d,206 (127-2-77 62.14%),130 (0.63),←,
17,"Brennan, Jared",22y 351d,52 (26-1-25 50.96%),34 (0.65),←,
16,"Brown, Jonathan",25y 258d,132 (89-1-42 67.80%),231 (1.75),←,
19,"Charman, Jamie",24y 363d,100 (61-2-37 62.00%),40 (0.40),←,
30,"Copeland, Robert",26y 49d,123 (75-1-47 61.38%),26 (0.21),←,
39,"Drummond, Josh",24y 86d,29 (12-1-16 43.10%),16 (0.55),←,
40,"Hamill, Will",20y 353d,2 (2-0-0 100.00%),,←,
33,"Hooper, Rhan",19y 186d,15 (5-1-9 36.67%),9 (0.60),←,
44,"Lappin, Nigel",31y 23d,268 (157-5-106 59.51%),174 (0.65),207 (125-4-78 61.35%),134 (0.65)
23,"Leuenberger, Matthew",19y 37d,2 (2-0-0 100.00%),1 (0.50),←,
26,"Macdonald, Joel",22y 277d,37 (20-0-17 54.05%),5 (0.14),←,
9,"McGrath, Ashley",24y 55d,95 (53-1-41 56.32%),95 (1.00),←,
21,"Merrett, Daniel",22y 214d,39 (15-1-23 39.74%),16 (0.41),←,
25,"Mills, Wayde",19y 319d,9 (4-0-5 44.44%),,←,
8,"Notting, Tim",28y 266d,171 (103-2-66 60.82%),126 (0.74),←,
24,"Patfull, Joel",22y 219d,30 (11-1-18 38.33%),15 (0.50),←,
6,"Power, Luke",27y 187d,188 (114-1-73 60.90%),183 (0.97),←,
35,"Rischitelli, Michael",21y 187d,37 (15-1-21 41.89%),17 (0.46),←,
29,"Roe, Jason",23y 123d,25 (10-0-15 40.00%),4 (0.16),←,
28,"Selwood, Troy",23y 74d,41 (16-1-24 40.24%),7 (0.17),←,
32,"Stiller, Cheynee",21y 72d,28 (9-1-18 33.93%),8 (0.29),←,
Totals,Totals,23y 267d,1676 (945-24-707 56.38%),1146 (0.68),,
C,"Matthews, Leigh",55y 135d,432 (254-7-171 59.61%),,208 (129-2-77 62.50%),
