Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",5,2,15,20,1,1.0,,,,,,,2.0,,,,,,,,,,
32,"Baldwin, Jason",3,3,1,4,,,,1.0,,,,,,,,,,,,,,,
22,"Bamford, Scott",12,4,8,20,,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
5,"Barker, John",11,4,14,25,,,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Boyd, Brad",17,4,16,33,1,,1.0,1.0,,,,,2.0,,,,,,,,,,
29,"Cassidy, Brad",1,1,6,7,,,,,,,,,,1.0,,,,,,,,,
27,"Chandler, Brett",18,5,11,29,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
35,"Cook, Brett",6,4,7,13,,,16.0,,,,,,2.0,5.0,,,,,,,,,
17,"Hawking, Simon",15,5,2,17,1,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
10,"Hogg, Jeff",15,1,8,23,1,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
19,"Holmes, Darren",7,4,10,17,,1.0,,1.0,,,,,,1.0,,,,,,,,,
2,"Johnson, Chris",15,6,9,24,,1.0,,,,,,,5.0,,2.0,,,,,,,,
36,"Lamb, Wayne",12,5,6,18,2,,,2.0,,,,,3.0,,,,,,,,,,
25,"McCarthy, John",3,,1,4,1,,,,,,,,1.0,,,,,,,,,,
3,"Mellington, Anthony",3,2,10,13,,,,,,,,,1.0,,,,,,,,,,
7,"Molloy, Jarrod",5,3,2,7,4,1.0,,1.0,,,,,,,,,,,,,,,
34,"Morton, Danny",7,3,6,13,2,,,2.0,,,,,,,,,,,,,,,
4,"Paxman, Stephen",9,5,8,17,,,,1.0,,,,,3.0,1.0,,,,,,,,,
8,"Pike, Martin",19,5,5,24,,,,4.0,,,,,1.0,2.0,3.0,,,,,,,,
37,"Rombotis, John",1,,3,4,1,,,,,,,,,,,,,,,,,,
33,"Warfe, Rowan",6,5,6,12,,,,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,71,154,344,15,11.0,17.0,25.0,,,,,28.0,17.0,5.0,,,,,,,,
Opposition,Opposition,198,70,114,312,21,7.0,17.0,26.0,,,,,17.0,28.0,1.0,,,,,,,,
