St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Begley, James",8,4,11,19,,,,1.0,2.0,2.0,1.0,2.0,1.0,,,6.0,12.0,1.0,,1.0,,,
27,"Beveridge, Luke",14,5,7,21,3,,,1.0,,5.0,5.0,3.0,1.0,,,7.0,12.0,,3.0,3.0,,,
3,"Burke, Nathan",10,2,7,17,,,,4.0,9.0,,,2.0,,,,6.0,9.0,,,,,,
45,"Cranage, Sam",2,,3,5,,,,1.0,,1.0,,1.0,,,,1.0,4.0,,,1.0,,,
31,"Elliott, Tim",3,1,3,6,,1.0,6.0,,1.0,,2.0,2.0,1.0,2.0,,4.0,2.0,,,,,,
10,"Everitt, Peter",8,1,7,15,2,,19.0,,,,1.0,1.0,1.0,1.0,,12.0,3.0,,,2.0,,,
35,"Harvey, Robert",16,9,16,32,,,2.0,2.0,1.0,7.0,3.0,4.0,,,,11.0,20.0,,1.0,2.0,,,
7,"Hayes, Lenny",10,,9,19,,,1.0,3.0,1.0,4.0,4.0,,,,,9.0,10.0,,,3.0,1.0,,
24,"Heatley, Jason",10,9,3,13,4,5.0,,,,,,,,1.0,,4.0,9.0,2.0,9.0,2.0,,,
8,"Hudghton, Max",,,,,,,,,,,,,,,,,,,,1.0,,,
5,"Jones, Austinn",10,3,2,12,1,4.0,,5.0,1.0,4.0,1.0,1.0,,1.0,,5.0,7.0,,1.0,4.0,1.0,,
36,"Knowles, Brett",6,1,3,9,,,,1.0,1.0,1.0,3.0,2.0,,,,1.0,9.0,,,,,,
26,"McLaren, Joe",16,7,12,28,1,1.0,,1.0,2.0,6.0,3.0,1.0,,,,6.0,21.0,,,2.0,,,
11,"Mitchell, Gavin",8,3,2,10,3,1.0,,2.0,,4.0,,,2.0,2.0,,6.0,4.0,2.0,2.0,1.0,,,
1,"Peckett, Justin",13,4,3,16,1,,,,1.0,8.0,,2.0,,,,,16.0,,,,2.0,,
28,"Ryan, Damien",8,,1,9,,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,5.0,5.0,,,2.0,,,
19,"Sziller, Steven",14,1,9,23,,,,3.0,3.0,2.0,4.0,1.0,,,2.0,5.0,17.0,1.0,,2.0,,,
4,"Thompson, Andrew",22,6,14,36,1,,,2.0,,12.0,9.0,4.0,,4.0,3.0,13.0,26.0,,,5.0,1.0,,
15,"Wakelin, Darryl",4,3,3,7,,,1.0,1.0,3.0,,,,,,1.0,3.0,4.0,1.0,,,,,
12,"Wakelin, Shane",11,2,9,20,,,6.0,2.0,1.0,,3.0,,2.0,1.0,,10.0,6.0,1.0,,2.0,,,
33,"Walton, Ben",13,5,2,15,2,,,1.0,,6.0,,1.0,1.0,,,7.0,10.0,2.0,1.0,,,,
20,"Young, Matthew",17,4,5,22,,,,3.0,5.0,,2.0,1.0,3.0,3.0,,9.0,12.0,1.0,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,70,131,354,18,13.0,35.0,35.0,33.0,63.0,42.0,29.0,13.0,17.0,6.0,130.0,218.0,11.0,17.0,34.0,5.0,,
Opposition,Opposition,200,86,101,301,12,8.0,31.0,27.0,36.0,48.0,44.0,44.0,17.0,13.0,,120.0,182.0,9.0,12.0,26.0,11.0,,
