Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
25,"Beinke, Bryan",26y 364d,33 (19-0-14 57.58%),39 (1.18),←,
26,"Bickley, Mark",33y,246 (123-0-123 50.00%),71 (0.29),←,
35,"Biglands, Rhett",24y 334d,44 (24-0-20 54.55%),14 (0.32),←,
10,"Bode, Matthew",23y 36d,48 (23-0-25 47.92%),46 (0.96),19 (12-0-7 63.16%),21 (1.11)
24,"Burton, Brett",24y 92d,62 (30-0-32 48.39%),84 (1.35),←,
4,"Clarke, Matthew",28y 320d,173 (84-2-87 49.13%),27 (0.16),43 (22-0-21 51.16%),8 (0.19)
1,"Crowell, Andrew",24y 354d,33 (16-0-17 48.48%),10 (0.30),←,
11,"Doughty, Michael",22y 364d,23 (16-0-7 69.57%),13 (0.57),←,
9,"Edwards, Tyson",25y 363d,144 (74-0-70 51.39%),82 (0.57),←,
36,"Goodwin, Simon",25y 221d,113 (62-0-51 54.87%),59 (0.52),←,
34,"Hart, Ben",28y 26d,242 (122-1-119 50.62%),42 (0.17),←,
18,"Johncock, Graham",19y 287d,18 (12-0-6 66.67%),10 (0.56),←,
28,"Johnson, Kane",24y 142d,97 (51-0-46 52.58%),40 (0.41),←,
40,"Ladhams, Chris",21y 287d,21 (12-0-9 57.14%),8 (0.38),←,
39,"Mattner, Martin",19y 363d,5 (4-0-1 80.00%),,←,
16,"McGregor, Ken",21y 187d,45 (21-0-24 46.67%),18 (0.40),←,
23,"McLeod, Andrew",26y,162 (83-0-79 51.23%),174 (1.07),←,
32,"Ricciuto, Mark",27y 57d,210 (101-1-108 48.33%),168 (0.80),←,
5,"Shir, Matthew",20y 326d,9 (5-0-4 55.56%),1 (0.11),←,
7,"Smart, Nigel",33y 75d,244 (122-1-121 50.20%),109 (0.45),←,
20,"Stenglein, Tyson",22y 19d,56 (31-0-25 55.36%),9 (0.16),←,
19,"Stevens, Mark",26y 283d,102 (60-0-42 58.82%),86 (0.84),81 (44-0-37 54.32%),66 (0.81)
Totals,Totals,25y 39d,2130 (1095-5-1030 51.41%),1110 (0.52),,
C,"Ayres, Gary",41y 310d,179 (98-1-80 55.03%),,63 (33-0-30 52.38%),
