Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",27y 173d,109 (56-0-53 51.38%),42 (0.39),←,
44,"Carrazzo, Andrew",30y 180d,170 (69-3-98 41.47%),47 (0.28),←,
41,"Casboult, Levi",24y 90d,26 (11-0-15 42.31%),22 (0.85),←,
15,"Docherty, Sam",20y 239d,19 (8-0-11 42.11%),6 (0.32),6 (2-0-4 33.33%),5 (0.83)
33,"Everitt, Andrejs",25y 92d,91 (55-3-33 62.09%),39 (0.43),12 (4-0-8 33.33%),7 (0.58)
4,"Gibbs, Bryce",25y 90d,167 (77-1-89 46.41%),90 (0.54),←,
32,"Graham, Nick",20y 1d,4 (1-0-3 25.00%),,←,
5,"Judd, Chris",30y 278d,261 (148-3-110 57.28%),217 (0.83),127 (64-1-62 50.79%),79 (0.62)
14,"McLean, Brock",28y 94d,150 (62-1-87 41.67%),70 (0.47),56 (25-0-31 44.64%),31 (0.55)
2,"Menzel, Troy",19y 264d,18 (8-0-10 44.44%),24 (1.33),←,
3,"Murphy, Marc",26y 329d,177 (80-1-96 45.48%),139 (0.79),←,
12,"Robinson, Mitch",25y 6d,97 (50-1-46 52.06%),58 (0.60),←,
17,"Rowe, Sam",26y 206d,21 (9-0-12 42.86%),10 (0.48),←,
6,"Simpson, Kade",30y 39d,212 (88-2-122 41.98%),120 (0.57),←,
39,"Thomas, Dale",26y 357d,169 (107-2-60 63.91%),129 (0.76),12 (4-0-8 33.33%),8 (0.67)
42,"Tuohy, Zach",24y 185d,66 (34-0-32 51.52%),24 (0.36),←,
30,"Waite, Jarrad",31y 129d,177 (64-3-110 37.01%),234 (1.32),←,
1,"Walker, Andrew",28y 26d,175 (67-3-105 39.14%),117 (0.67),←,
11,"Warnock, Robert",27y 145d,82 (40-1-41 49.39%),16 (0.20),61 (30-1-30 50.00%),12 (0.20)
10,"Watson, Matthew",21y 332d,18 (7-0-11 38.89%),2 (0.11),←,
43,"White, Simon",25y 361d,36 (21-1-14 59.72%),2 (0.06),←,
13,"Yarran, Chris",23y 176d,95 (45-1-49 47.89%),79 (0.83),←,
Totals,Totals,25y 338d,2340 (1107-26-1207 47.31%),1487 (0.64),,
C,"Malthouse, Mick",60y 300d,700 (402-6-292 57.86%),,36 (16-0-20 44.44%),
