Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Arnott, Simon",4,3,1,5,,,,,,1.0,,,1.0,,,,4.0,,,1.0,,,
9,"Bizzell, Clint",8,7,,8,1,3.0,,,,2.0,,3.0,,1.0,,3.0,5.0,2.0,6.0,,,,
14,"Clarke, David",9,6,3,12,2,,,,1.0,4.0,,1.0,1.0,,,2.0,10.0,,2.0,3.0,1.0,,
7,"Graham, Ben",18,6,6,24,,,,3.0,9.0,3.0,4.0,2.0,3.0,1.0,,12.0,11.0,2.0,,,4.0,,
37,"Harley, Tom",8,4,1,9,,,,2.0,5.0,1.0,,1.0,2.0,2.0,,6.0,2.0,3.0,,,2.0,,
32,"Hocking, Garry",14,4,12,26,1,,,3.0,2.0,4.0,12.0,3.0,4.0,3.0,2.0,18.0,8.0,,,2.0,1.0,,
3,"Houlihan, Adam",11,4,8,19,3,1.0,,1.0,,4.0,1.0,3.0,2.0,2.0,,9.0,10.0,,3.0,1.0,1.0,,
13,"Kilpatrick, Glenn",12,3,5,17,,,,2.0,,5.0,7.0,1.0,,,,9.0,9.0,,,,3.0,,
1,"King, Steven",12,2,,12,,1.0,10.0,,1.0,1.0,9.0,2.0,,6.0,,8.0,3.0,,,1.0,,,
18,"Lynch, Paul",7,3,4,11,2,3.0,,,,,,1.0,,1.0,,7.0,5.0,2.0,3.0,,,,
17,"McGrath, Tim",7,2,4,11,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,,7.0,5.0,,,,,,
31,"Mensch, David",6,3,4,10,3,,,,,1.0,1.0,1.0,,,,6.0,4.0,2.0,2.0,2.0,,,
16,"Mooney, Jason",5,2,6,11,1,,2.0,,,1.0,4.0,1.0,1.0,,,8.0,4.0,1.0,,1.0,,,
43,"OBrien, Danny",15,2,5,20,2,2.0,,3.0,,5.0,3.0,1.0,3.0,,,12.0,9.0,,,,,,
34,"Rahilly, James",8,3,4,12,,,,,3.0,3.0,,,,,,5.0,7.0,1.0,,3.0,,,
15,"Riccardi, Peter",16,3,4,20,,2.0,,3.0,1.0,6.0,9.0,,2.0,,1.0,9.0,11.0,1.0,,1.0,,,
27,"Sanderson, Brenton",10,5,3,13,,,,,4.0,1.0,,2.0,1.0,,,1.0,10.0,,,1.0,,,
30,"Scarlett, Matthew",4,3,,4,,,,,3.0,1.0,,1.0,,,,,4.0,,,1.0,4.0,,
12,"Sholl, Brad",3,1,8,11,,,,,3.0,1.0,2.0,1.0,2.0,,,3.0,8.0,,,1.0,,,
6,"Spriggs, David",3,1,2,5,,1.0,,1.0,,3.0,,3.0,,1.0,,2.0,4.0,,,,,,
20,"Steinfort, Carl",11,4,4,15,,,,4.0,,4.0,1.0,1.0,2.0,,,7.0,8.0,1.0,,1.0,,,
26,"Stoneham, Barry",7,4,6,13,,2.0,6.0,1.0,,4.0,,,2.0,,,5.0,8.0,,3.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,75,90,288,15,19.0,18.0,23.0,34.0,56.0,54.0,29.0,27.0,19.0,3.0,139.0,149.0,15.0,19.0,20.0,16.0,,
Opposition,Opposition,177,73,110,287,12,12.0,39.0,41.0,28.0,51.0,31.0,34.0,19.0,27.0,3.0,109.0,177.0,12.0,10.0,25.0,3.0,,
