West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",6,1,7,13,,1.0,3.0,1.0,,,,,3.0,1.0,,,,,,,,,
6,"Banfield, Drew",10,3,6,16,1,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
20,"Bond, Shane",8,2,7,15,1,1.0,,5.0,,,,,,2.0,,,,,,,,,
14,"Brennan, Michael",6,4,,6,1,,,,,,,,1.0,2.0,,,,,,,,,
33,"Godden, Tony",4,1,4,8,1,,,1.0,,,,,,2.0,,,,,,,,,
36,"Hart, David",7,1,3,10,,,,1.0,,,,,1.0,,,,,,,,,,
1,"Heady, Brett",9,1,2,11,2,1.0,,2.0,,,,,4.0,1.0,,,,,,,,,
22,"Hynes, David",,1,2,2,,,3.0,1.0,,,,,,,,,,,,,,,
27,"Jakovich, Glen",9,2,4,13,,,,2.0,,,,,2.0,2.0,,,,,,,,,
5,"Lamb, Dwayne",5,4,4,9,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
28,"Lewis, Chris",7,2,,7,,1.0,,2.0,,,,,,4.0,,,,,,,,,
3,"Mainwaring, Chris",17,5,4,21,,,,6.0,,,,,2.0,,,,,,,,,,
30,"Matera, Peter",14,2,5,19,4,,,7.0,,,,,4.0,,3.0,,,,,,,,
11,"McIntosh, Ashley",6,4,1,7,2,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
17,"McKenna, Guy",5,1,3,8,,,,2.0,,,,,,,,,,,,,,,
10,"Pyke, Don",12,4,1,13,,1.0,,,,,,,1.0,2.0,2.0,,,,,,,,
29,"Spinks, Brett",,,1,1,,,,,,,,,,1.0,,,,,,,,,
50,"Turnbull, Ryan",4,2,2,6,,1.0,20.0,1.0,,,,,1.0,2.0,,,,,,,,,
39,"Waterman, Chris",3,,4,7,,,,4.0,,,,,,1.0,,,,,,,,,
9,"Wilson, Peter",9,2,3,12,,1.0,1.0,,,,,,2.0,3.0,1.0,,,,,,,,
24,"Worsfold, John",2,,5,7,,,,5.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,143,42,68,211,12,11.0,28.0,47.0,,,,,25.0,28.0,6.0,,,,,,,,
Opposition,Opposition,173,45,76,249,7,10.0,15.0,35.0,,,,,28.0,25.0,,,,,,,,,
