Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
39,"Astbury, David",19y 98d,7 (1-0-6 14.29%),4 (0.57),←,
24,"Collins, Andrew",21y 199d,16 (4-0-12 25.00%),10 (0.63),←,
9,"Cotchin, Trent",20y 58d,35 (14-0-21 40.00%),12 (0.34),←,
32,"Cousins, Ben",31y 339d,260 (139-3-118 54.04%),211 (0.81),22 (5-0-17 22.73%),6 (0.27)
3,"Deledio, Brett",23y 47d,117 (41-3-73 36.32%),90 (0.77),←,
10,"Edwards, Shane",21y 222d,58 (14-3-41 26.72%),32 (0.55),←,
15,"Farmer, Mitch",21y 151d,12 (1-0-11 8.33%),1 (0.08),9 (1-0-8 11.11%),1 (0.11)
25,"Graham, Angus",23y 49d,22 (4-1-17 20.45%),7 (0.32),←,
28,"King, Jake",26y 70d,45 (9-3-33 23.33%),9 (0.20),←,
36,"Martin, Dustin",18y 343d,10 (1-0-9 10.00%),3 (0.30),←,
16,"McGuane, Luke",23y 112d,64 (17-2-45 28.13%),2 (0.03),←,
20,"Morton, Mitch",23y 127d,56 (20-2-34 37.50%),93 (1.66),44 (14-2-28 34.09%),82 (1.86)
26,"Nahas, Robin",22y 206d,28 (6-1-21 23.21%),31 (1.11),←,
47,"Nason, Ben",21y 1d,11 (1-0-10 9.09%),9 (0.82),←,
17,"Newman, Chris",28y 17d,164 (51-3-110 32.01%),22 (0.13),←,
8,"Riewoldt, Jack",21y 216d,57 (17-2-38 31.58%),92 (1.61),←,
5,"Simmonds, Troy",31y 326d,197 (85-1-111 43.40%),132 (0.67),93 (33-1-59 36.02%),66 (0.71)
30,"Tambling, Richard",23y 265d,104 (38-3-63 37.98%),61 (0.59),←,
2,"Thursfield, Will",24y 46d,60 (17-3-40 30.83%),,←,
21,"Tuck, Shane",28y 162d,119 (39-3-77 34.03%),56 (0.47),←,
46,"Webberley, Jeromey",21y 327d,5 (1-0-4 20.00%),,←,
35,"White, Matt",23y 50d,61 (21-3-37 36.89%),23 (0.38),←,
Totals,Totals,23y 239d,1508 (541-36-931 35.88%),900 (0.60),,
C,"Hardwick, Damien",37y 290d,11 (1-0-10 9.09%),,←,
