Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Barnes, John",9,7,7,16,1,,1.0,,,,,,2.0,2.0,,,,,,,,,
8,"Burns, Ronnie",3,2,7,10,,,,,,,,,,1.0,,,,,,,,,
36,"Graham, Ben",20,8,4,24,,,,,,,,,3.0,1.0,2.0,,,,,,,,
19,"Hall, Derek",11,6,2,13,3,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
22,"Hargreaves, Tim",7,6,3,10,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
32,"Hocking, Garry",12,7,16,28,1,1.0,1.0,1.0,,,,,2.0,3.0,1.0,,,,,,,,
3,"Houlihan, Adam",10,5,4,14,1,2.0,,2.0,,,,,,,,,,,,,,,
13,"Kilpatrick, Glenn",7,4,9,16,,,,4.0,,,,,,1.0,,,,,,,,,
1,"King, Steven",15,5,5,20,,2.0,11.0,2.0,,,,,,1.0,,,,,,,,,
18,"Lynch, Paul",2,1,1,3,1,,,,,,,,,,,,,,,,,,
21,"Mansfield, Michael",11,7,5,16,2,,,2.0,,,,,3.0,,,,,,,,,,
17,"McGrath, Tim",11,6,8,19,,,3.0,,,,,,,3.0,,,,,,,,,
28,"McKinnon, Martin",9,4,5,14,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
31,"Mensch, David",9,5,8,17,,,1.0,1.0,,,,,,,,,,,,,,,
39,"Milburn, Darren",11,5,3,14,,,,4.0,,,,,1.0,1.0,,,,,,,,,
23,"Pickering, Liam",14,4,9,23,,,,5.0,,,,,2.0,,,,,,,,,,
15,"Riccardi, Peter",17,3,4,21,,,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
12,"Sholl, Brad",16,10,12,28,,,,,,,,,2.0,,3.0,,,,,,,,
37,"Simpson, Sean",16,5,4,20,,1.0,,6.0,,,,,4.0,,,,,,,,,,
25,"Snell, Jason",3,3,2,5,3,,,,,,,,,,,,,,,,,,
20,"Steinfort, Carl",7,3,1,8,1,,,2.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,106,119,339,15,10.0,18.0,35.0,,,,,27.0,16.0,6.0,,,,,,,,
Opposition,Opposition,203,79,87,290,13,12.0,17.0,23.0,,,,,16.0,27.0,,,,,,,,,
