Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Addison, Dylan",7,5,5,12,,,,2.0,,2.0,,2.0,2.0,,,5.0,8.0,,1.0,4.0,,,89.0
14,"Bugg, Tomas",9,3,9,18,,,,5.0,2.0,3.0,3.0,,,,,7.0,10.0,,,2.0,,,85.0
18,"Cameron, Jeremy",7,3,3,10,1,3.0,,6.0,,1.0,,3.0,2.0,1.0,,8.0,4.0,1.0,2.0,3.0,,,91.0
3,"Coniglio, Stephen",13,4,10,23,,,,5.0,,6.0,5.0,2.0,1.0,,,10.0,14.0,,,2.0,3.0,1.0,77.0
48,"Frost, Sam",9,4,3,12,,,,,1.0,3.0,,1.0,,,,2.0,9.0,1.0,,3.0,,,88.0
26,"Giles, Jonathan",6,1,3,9,4,,9.0,4.0,,1.0,1.0,2.0,2.0,2.0,,8.0,1.0,1.0,1.0,2.0,,1.0,92.0
4,"Greene, Toby",11,6,15,26,,,,2.0,2.0,5.0,2.0,3.0,,1.0,,6.0,20.0,,1.0,2.0,,1.0,84.0
2,"Hampton, Curtly",12,4,11,23,,,,1.0,3.0,2.0,3.0,1.0,2.0,,,10.0,11.0,,,3.0,2.0,1.0,82.0
19,"Haynes, Nick",12,5,3,15,,,,2.0,6.0,1.0,1.0,1.0,,,,4.0,8.0,,,7.0,2.0,,89.0
32,"Hunt, Josh",6,,5,11,,,,1.0,2.0,1.0,,3.0,2.0,,,5.0,5.0,,,1.0,1.0,,80.0
22 ↑,"Kelly, Josh",4,1,7,11,,,,3.0,1.0,2.0,,,,,,6.0,5.0,,,1.0,,,31.0
40,"Kennedy, Adam",11,9,7,18,,,,5.0,4.0,2.0,,1.0,,,,3.0,14.0,,,2.0,,,83.0
41,"Mumford, Shane",4,2,14,18,1,,46.0,8.0,,1.0,4.0,3.0,2.0,,,16.0,4.0,1.0,,4.0,,,87.0
12,"Patton, Jonathon",3,1,3,6,,2.0,,1.0,,,,1.0,,1.0,,2.0,5.0,,,2.0,,,85.0
30,"Plowman, Lachie",7,4,2,9,,,,2.0,1.0,1.0,,1.0,,,,1.0,8.0,,,,,,83.0
9,"Scully, Tom",12,5,11,23,,1.0,,5.0,1.0,4.0,4.0,7.0,1.0,2.0,,9.0,13.0,,,2.0,1.0,1.0,94.0
23,"Shaw, Heath",13,4,1,14,,,,,5.0,2.0,,1.0,,1.0,,2.0,9.0,1.0,,2.0,5.0,1.0,93.0
10,"Smith, Devon",13,5,9,22,5,1.0,,3.0,,2.0,1.0,4.0,,2.0,,5.0,18.0,,2.0,,2.0,,76.0
31 ↓,"Townsend, Jacob",6,,4,10,1,,,6.0,1.0,2.0,1.0,2.0,,2.0,,5.0,4.0,,,3.0,,,59.0
17,"Treloar, Adam",11,2,12,23,,1.0,,2.0,1.0,5.0,3.0,1.0,,1.0,,10.0,12.0,,,,,,86.0
8,"Ward, Callan",15,5,13,28,,,1.0,6.0,5.0,5.0,8.0,2.0,2.0,1.0,3.0,13.0,13.0,,,3.0,3.0,,87.0
6,"Whitfield, Lachie",6,3,7,13,1,,,,,1.0,1.0,2.0,,1.0,,4.0,9.0,,,2.0,,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,76,157,354,13,10.0,56.0,69.0,35.0,52.0,37.0,43.0,16.0,15.0,3.0,141.0,204.0,5.0,7.0,50.0,19.0,7.0,
Opposition,Opposition,226,115,141,367,15,5.0,30.0,74.0,33.0,50.0,40.0,61.0,15.0,16.0,3.0,147.0,224.0,17.0,15.0,45.0,8.0,10.0,
