Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",27y 327d,103 (69-1-33 67.48%),15 (0.15),←,
12,"Bowes, Jack",25y 197d,98 (29-2-67 30.61%),18 (0.18),15 (8-1-6 56.67%),4 (0.27)
4,"Bruhn, Tanner",21y 76d,48 (18-1-29 38.54%),19 (0.40),18 (7-1-10 41.67%),8 (0.44)
5,"Cameron, Jeremy",30y 132d,229 (116-3-110 51.31%),584 (2.55),58 (39-0-19 67.24%),157 (2.71)
45,"Close, Brad",25y 12d,75 (52-1-22 70.00%),64 (0.85),←,
35,"Dangerfield, Patrick",33y 128d,319 (190-2-127 59.87%),326 (1.02),165 (109-2-54 66.67%),163 (0.99)
16,"De Koning, Sam",22y 166d,41 (29-1-11 71.95%),1 (0.02),←,
22,"Duncan, Mitch",32y 62d,273 (195-2-76 71.79%),180 (0.66),←,
39,"Guthrie, Zach",25y 42d,75 (48-2-25 65.33%),9 (0.12),←,
36,"Henry, Oliver",21y 13d,45 (24-1-20 54.44%),66 (1.47),20 (10-1-9 52.50%),38 (1.90)
9,"Holmes, Max",20y 347d,49 (32-1-16 66.33%),20 (0.41),←,
8,"Kolodjashnij, Jake",28y 2d,172 (114-3-55 67.15%),3 (0.02),←,
32,"Miers, Gryan",24y 134d,104 (69-1-34 66.83%),78 (0.75),←,
33,"Neale, Shannon",21y 17d,3 (2-0-1 66.67%),,←,
42,"OConnor, Mark",26y 206d,107 (71-0-36 66.36%),7 (0.07),←,
3,"Parfitt, Brandan",25y 106d,119 (82-0-37 68.91%),47 (0.39),←,
17,"Ratugolea, Esava",25y 18d,74 (49-1-24 66.89%),38 (0.51),←,
23,"Rohan, Gary",32y 65d,192 (130-2-60 68.23%),207 (1.08),86 (60-1-25 70.35%),111 (1.29)
7,"Smith, Isaac",34y 224d,278 (190-2-86 68.71%),204 (0.73),68 (46-1-21 68.38%),39 (0.57)
1,"Stanley, Rhys",32y 253d,195 (112-2-81 57.95%),105 (0.54),137 (91-2-44 67.15%),65 (0.47)
18,"Stengle, Tyson",24y 296d,58 (33-1-24 57.76%),92 (1.59),42 (28-1-13 67.86%),77 (1.83)
44,"Stewart, Tom",30y 149d,146 (97-1-48 66.78%),4 (0.03),←,
2,"Tuohy, Zach",33y 244d,269 (144-3-122 54.09%),92 (0.34),149 (96-2-51 65.10%),52 (0.35)
Totals,Totals,27y 45d,3072 (1895-33-1144 61.69%),2179 (0.71),,
C,"Scott, Chris",47y 100d,307 (210-3-94 68.89%),,←,
