Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Ah Chee, Callum",1,1,1,2,,,,2.0,,,,1.0,,,,,2.0,,1.0,,,,34.0
27,"Ainsworth, Ben",4,1,1,5,,1.0,,2.0,,3.0,,2.0,,1.0,,3.0,2.0,,1.0,1.0,,2.0,47.0
8,"Fiorini, Brayden",15,5,6,21,1,,,1.0,3.0,,1.0,5.0,2.0,,,8.0,11.0,,1.0,1.0,,,81.0
33,"Hall, Aaron",22,8,18,40,,1.0,,6.0,2.0,10.0,3.0,7.0,1.0,,2.0,11.0,29.0,,,1.0,,,84.0
1,"Hanley, Pearce",19,5,12,31,,,,1.0,8.0,2.0,3.0,5.0,2.0,2.0,,13.0,14.0,1.0,,1.0,,,91.0
5,"Harbrow, Jarrod",17,10,4,21,,,,,3.0,1.0,1.0,4.0,,2.0,,2.0,18.0,,,3.0,,,94.0
38,"Joyce, Jesse",4,6,8,12,,,,3.0,1.0,,,1.0,1.0,1.0,,4.0,8.0,,,,,,88.0
23,"Lemmens, Sean",10,4,5,15,,,,3.0,2.0,,,3.0,2.0,1.0,,5.0,8.0,,,1.0,,,89.0
7,"Lonergan, Jesse",10,5,6,16,1,,,5.0,1.0,1.0,3.0,1.0,2.0,,,9.0,8.0,,,1.0,,,84.0
19,"Lynch, Tom",7,5,8,15,3,,,5.0,,1.0,,1.0,1.0,1.0,,10.0,5.0,1.0,2.0,3.0,,,100.0
44,"Macpherson, Darcy",6,2,2,8,,,,5.0,,,,3.0,2.0,1.0,,3.0,5.0,,,,,,89.0
4,"Martin, Jack",14,5,6,20,1,,,3.0,,1.0,4.0,3.0,3.0,1.0,,11.0,9.0,2.0,1.0,1.0,,1.0,88.0
11,"Miller, Touk",8,5,7,15,1,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,12.0,,,,,,90.0
35,"Rischitelli, Michael",8,2,4,12,,,,1.0,,3.0,1.0,5.0,2.0,3.0,,7.0,7.0,,,2.0,,1.0,81.0
3,"Rosa, Matt",12,3,9,21,1,,,3.0,,4.0,1.0,4.0,,1.0,,6.0,13.0,,,2.0,1.0,,87.0
42,"Saad, Adam",9,4,10,19,1,,,3.0,1.0,3.0,,2.0,,,,2.0,16.0,,,7.0,4.0,,84.0
37,"Scrimshaw, Jack",6,4,6,12,,,,1.0,2.0,,,,,,,5.0,7.0,1.0,,1.0,,,85.0
6,"Sexton, Alex",2,2,1,3,,,,5.0,,,,,,,,1.0,2.0,,,2.0,,,46.0
43,"Spencer, Max",6,6,6,12,,,,,2.0,,,2.0,,1.0,,4.0,9.0,,,5.0,,,92.0
24,"Swallow, David",8,3,11,19,,,,4.0,1.0,2.0,5.0,5.0,1.0,3.0,,11.0,7.0,,1.0,,,1.0,79.0
28,"Witts, Jarrod",7,1,4,11,,,35.0,2.0,3.0,1.0,6.0,1.0,5.0,1.0,,8.0,3.0,,,3.0,,,93.0
30,"Wright, Peter",8,7,3,11,1,1.0,3.0,2.0,,1.0,1.0,3.0,1.0,,,7.0,5.0,2.0,2.0,1.0,,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,94,138,341,10,5.0,38.0,59.0,30.0,34.0,30.0,60.0,26.0,20.0,2.0,135.0,200.0,7.0,9.0,36.0,5.0,5.0,
Opposition,Opposition,212,84,162,374,14,14.0,35.0,73.0,23.0,45.0,36.0,63.0,20.0,26.0,4.0,139.0,225.0,10.0,17.0,38.0,6.0,9.0,
