Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",8,3,5,13,,6.0,,6.0,,,,,1.0,1.0,,,,,,,,,
23,"Atkins, Simon",11,1,7,18,,,,,,,,,1.0,,,,,,,,,,
19,"Beveridge, Luke",5,,,5,,1.0,,4.0,,,,,,,,,,,,,,,
18,"Cameron, Leon",20,6,10,30,,2.0,,4.0,,,,,2.0,1.0,,,,,,,,,
16,"Croft, Matthew",6,5,4,10,2,,,,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",5,2,2,7,1,,2.0,,,,,,2.0,2.0,,,,,,,,,
1,"Grgic, Ilija",,1,1,1,,,2.0,,,,,,,,,,,,,,,,
7,"Hawkins, Doug",10,2,5,15,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10,"Hunter, Mark",22,3,4,26,,,,1.0,,,,,4.0,,,,,,,,,,
12,"Koster, Kym",11,3,7,18,1,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
35,"Kretiuk, Steven",10,9,4,14,,,,,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",7,,10,17,,,,3.0,,,,,3.0,3.0,,,,,,,,,
2,"Reynolds, Keenan",13,5,1,14,1,,1.0,,,,,,,1.0,,,,,,,,,
34,"Sexton, Ben",6,3,2,8,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
8,"Southern, Daniel",3,,5,8,,,,2.0,,,,,,,,,,,,,,,
17,"Standfield, Barry",11,4,2,13,,,,2.0,,,,,4.0,,,,,,,,,,
29,"Thorpe, Alan",7,,4,11,3,2.0,,1.0,,,,,5.0,,,,,,,,,,
24,"Wallis, Stephen",10,3,4,14,,,,2.0,,,,,2.0,1.0,,,,,,,,,
25,"Watts, Jason",3,1,6,9,,,,,,,,,,1.0,,,,,,,,,
14,"West, Scott",6,,3,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Wynd, Scott",2,3,6,8,,,6.0,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,54,92,268,8,16.0,13.0,31.0,,,,,28.0,15.0,,,,,,,,,
Opposition,Opposition,212,83,122,334,22,20.0,25.0,21.0,,,,,15.0,28.0,6.0,,,,,,,,
