Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",28y 145d,118 (57-1-60 48.73%),47 (0.40),←,
28,"Bell, Tom",23y 337d,36 (15-1-20 43.06%),29 (0.81),←,
44,"Carrazzo, Andrew",31y 152d,183 (72-4-107 40.44%),47 (0.26),←,
41,"Casboult, Levi",25y 62d,41 (15-1-25 37.80%),36 (0.88),←,
35,"Curnow, Ed",25y 190d,73 (36-2-35 50.68%),11 (0.15),←,
31,"Dick, Matthew",20y 194d,2 (1-0-1 50.00%),,←,
15,"Docherty, Sam",21y 211d,36 (12-1-23 34.72%),8 (0.22),23 (6-1-16 28.26%),7 (0.30)
46,"Ellard, David",26y 64d,58 (27-0-31 46.55%),37 (0.64),←,
33,"Everitt, Andrejs",26y 64d,103 (58-3-42 57.77%),51 (0.50),24 (7-0-17 29.17%),19 (0.79)
4,"Gibbs, Bryce",26y 62d,184 (81-2-101 44.57%),102 (0.55),←,
18,"Jaksch, Kristian",20y 221d,11 (1-0-10 9.09%),3 (0.27),4 (0-0-4 0.00%),1 (0.25)
5,"Judd, Chris",31y 250d,277 (151-4-122 55.23%),228 (0.82),143 (67-2-74 47.55%),90 (0.63)
2,"Menzel, Troy",20y 236d,29 (11-1-17 39.66%),38 (1.31),←,
3,"Murphy, Marc",27y 301d,192 (84-1-107 44.01%),146 (0.76),←,
17,"Rowe, Sam",27y 178d,38 (13-1-24 35.53%),13 (0.34),←,
39,"Thomas, Dale",27y 329d,180 (110-2-68 61.67%),133 (0.74),23 (7-0-16 30.43%),12 (0.52)
42,"Tuohy, Zach",25y 157d,83 (38-1-44 46.39%),29 (0.35),←,
22,"Tutt, Jason",24y 1d,28 (8-0-20 28.57%),22 (0.79),2 (0-0-2 0.00%),
10,"Watson, Matthew",22y 304d,20 (7-1-12 37.50%),6 (0.30),←,
43,"White, Simon",26y 333d,48 (24-2-22 52.08%),9 (0.19),←,
36,"Wood, Cameron",28y 73d,77 (37-1-39 48.70%),26 (0.34),13 (3-1-9 26.92%),5 (0.38)
13,"Yarran, Chris",24y 148d,109 (48-2-59 44.95%),88 (0.81),←,
Totals,Totals,25y 216d,1926 (906-31-989 47.04%),1109 (0.58),,
C,"Malthouse, Mick",61y 272d,717 (406-7-304 57.11%),,53 (20-1-32 38.68%),
