Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",7,2,5,12,3,2.0,,4.0,,3.0,,,1.0,,,6.0,5.0,,2.0,3.0,,1.0,87.0
3,"Coniglio, Stephen",10,1,13,23,,1.0,,5.0,1.0,4.0,3.0,1.0,,1.0,,7.0,16.0,,1.0,1.0,,2.0,78.0
1,"Davis, Phil",8,4,3,11,,,,,2.0,1.0,,2.0,,,,6.0,5.0,1.0,,6.0,,,89.0
4,"Greene, Toby",11,6,4,15,2,1.0,,4.0,,2.0,2.0,6.0,1.0,2.0,,9.0,7.0,1.0,4.0,,,2.0,78.0
32,"Griffen, Ryan",16,3,14,30,1,,3.0,10.0,2.0,7.0,9.0,1.0,3.0,,3.0,15.0,17.0,,,2.0,,1.0,71.0
19,"Haynes, Nick",14,13,7,21,,1.0,,,2.0,4.0,,3.0,,,,10.0,13.0,3.0,1.0,11.0,,1.0,90.0
2,"Hopper, Jacob",3,1,12,15,1,,,3.0,,3.0,4.0,1.0,,1.0,,11.0,4.0,,,,,1.0,70.0
17,"Johnson, Steve",11,5,3,14,3,1.0,,2.0,,1.0,,4.0,,1.0,,2.0,11.0,,2.0,1.0,,1.0,80.0
22,"Kelly, Josh",11,2,9,20,,1.0,,2.0,,4.0,2.0,2.0,,,,5.0,15.0,,1.0,,1.0,,77.0
37,"Lobb, Rory",8,1,5,13,1,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,,6.0,7.0,,,,,1.0,88.0
41,"Mumford, Shane",2,,8,10,,,31.0,7.0,,1.0,4.0,5.0,1.0,3.0,,6.0,4.0,,,2.0,,,82.0
24,"Patfull, Joel",7,5,6,13,,,,4.0,2.0,1.0,,2.0,1.0,,,4.0,9.0,1.0,,2.0,,,85.0
12,"Patton, Jonathon",12,8,2,14,6,1.0,,1.0,,2.0,,1.0,3.0,,2.0,7.0,7.0,2.0,6.0,1.0,,,86.0
9,"Scully, Tom",10,5,11,21,1,1.0,,4.0,,6.0,2.0,3.0,,2.0,,8.0,13.0,,,,,,92.0
23,"Shaw, Heath",20,11,5,25,,,,5.0,6.0,,,4.0,1.0,,,5.0,18.0,1.0,,3.0,1.0,,94.0
5,"Shiel, Dylan",7,3,18,25,,1.0,,5.0,1.0,3.0,2.0,3.0,,1.0,,9.0,16.0,,,1.0,,1.0,78.0
10,"Smith, Devon",5,2,11,16,,1.0,,3.0,,3.0,,3.0,,,,5.0,11.0,,,,1.0,1.0,74.0
20,"Tomlinson, Adam",16,12,4,20,,,,1.0,3.0,4.0,,3.0,1.0,2.0,,3.0,17.0,,,5.0,1.0,,90.0
8,"Ward, Callan",8,4,15,23,,,1.0,5.0,,6.0,5.0,,1.0,,,10.0,14.0,,,,,,79.0
6,"Whitfield, Lachie",16,9,10,26,1,,,4.0,2.0,2.0,3.0,2.0,1.0,,,8.0,17.0,1.0,,1.0,,,80.0
29,"Williams, Zac",12,3,9,21,,,,1.0,1.0,5.0,2.0,,,,,5.0,16.0,,,1.0,2.0,2.0,79.0
16,"Wilson, Nathan",16,4,5,21,,,,1.0,2.0,5.0,,1.0,1.0,,,7.0,13.0,,,1.0,2.0,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,104,179,409,19,15.0,40.0,76.0,25.0,69.0,39.0,48.0,16.0,14.0,5.0,154.0,255.0,10.0,17.0,41.0,8.0,14.0,
Opposition,Opposition,200,94,190,390,5,7.0,37.0,72.0,46.0,32.0,32.0,61.0,14.0,16.0,1.0,125.0,262.0,9.0,6.0,42.0,4.0,2.0,
