Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
22,"Blakey, Nick",22y 187d,76 (40-0-36 52.63%),32 (0.42),←,
16,"Campbell, Braeden",20y 210d,23 (15-0-8 65.22%),3 (0.13),←,
4,"Clarke, Ryan",25y 77d,79 (34-0-45 43.04%),15 (0.19),39 (17-0-22 43.59%),7 (0.18)
13,"Florent, Oliver",24y 42d,116 (63-0-53 54.31%),37 (0.32),←,
42,"Fox, Robbie",29y 139d,65 (32-0-33 49.23%),8 (0.12),←,
23,"Franklin, Lance",35y 215d,339 (215-1-123 63.57%),1045 (3.08),157 (106-0-51 67.52%),465 (2.96)
21,"Gulden, Errol",20y 46d,41 (29-0-12 70.73%),32 (0.78),←,
9,"Hayward, Will",23y 311d,112 (62-0-50 55.36%),133 (1.19),←,
5,"Heeney, Isaac",26y 120d,152 (98-0-54 64.47%),195 (1.28),←,
31,"Hickey, Tom",31y 180d,137 (60-2-75 44.53%),45 (0.33),35 (25-0-10 71.43%),13 (0.37)
44,"Lloyd, Jake",28y 347d,198 (123-0-75 62.12%),33 (0.17),←,
39,"McCartin, Paddy",26y 136d,57 (27-1-29 48.25%),34 (0.60),22 (17-0-5 77.27%),
30,"McCartin, Tom",22y 246d,93 (53-0-40 56.99%),28 (0.30),←,
6,"McDonald, Logan",20y 151d,23 (17-0-6 73.91%),23 (1.00),←,
27,"McInerney, Justin",22y 15d,51 (31-0-20 60.78%),17 (0.33),←,
14,"Mills, Callum",25y 153d,133 (77-0-56 57.89%),18 (0.14),←,
11,"Papley, Tom",26y 51d,139 (82-0-57 58.99%),217 (1.56),←,
26,"Parker, Luke",29y 312d,258 (161-1-96 62.60%),189 (0.73),←,
24,"Rampe, Dane",32y 92d,213 (138-1-74 65.02%),7 (0.03),←,
20,"Reid, Sam",30y 249d,179 (115-2-62 64.80%),182 (1.02),←,
8,"Rowbottom, James",21y 348d,67 (36-0-31 53.73%),21 (0.31),←,
3,"Stephens, Dylan",21y 237d,28 (17-0-11 60.71%),7 (0.25),←,
1,"Warner, Chad",21y 106d,37 (24-0-13 64.86%),25 (0.68),←,
Totals,Totals,25y 220d,2616 (1549-8-1059 59.21%),2346 (0.90),,
C,"Longmire, John",51y 245d,281 (176-2-103 62.99%),,←,
