Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",19y 277d,21 (14-0-7 66.67%),9 (0.43),←,
20,"Brogan, Dean",29y 142d,108 (73-1-34 68.06%),34 (0.31),←,
7,"Burgoyne, Peter",30y 96d,215 (123-3-89 57.91%),185 (0.86),←,
8,"Burgoyne, Shaun",25y 196d,136 (91-0-45 66.91%),160 (1.18),←,
27,"Carlile, Alipate",21y 4d,17 (10-0-7 58.82%),,←,
25,"Cassisi, Domenic",25y 225d,114 (72-1-41 63.60%),48 (0.42),←,
30,"Chaplin, Troy",22y 71d,48 (27-1-20 57.29%),6 (0.13),←,
18,"Cornes, Kane",25y 120d,147 (92-1-54 62.93%),66 (0.45),←,
33,"Ebert, Brett",24y 168d,86 (46-1-39 54.07%),126 (1.47),←,
17,"Gray, Robbie",20y 35d,6 (4-0-2 66.67%),10 (1.67),←,
5,"Lade, Brendon",31y 299d,202 (115-3-84 57.67%),160 (0.79),←,
44,"Logan, Tom",22y 307d,24 (12-0-12 50.00%),6 (0.25),21 (12-0-9 57.14%),6 (0.29)
4,"Motlop, Daniel",26y 49d,83 (38-1-44 46.39%),123 (1.48),36 (18-0-18 50.00%),70 (1.94)
16,"Pearce, Danyle",22y 27d,56 (29-0-27 51.79%),33 (0.59),←,
36,"Pettigrew, Michael",23y 49d,63 (33-0-30 52.38%),24 (0.38),←,
15,"Rodan, David",24y 209d,97 (39-0-58 40.21%),77 (0.79),32 (20-0-12 62.50%),34 (1.06)
3,"Salopek, Steven",22y 318d,70 (39-0-31 55.71%),38 (0.54),←,
9,"Surjan, Jacob",22y 263d,54 (31-0-23 57.41%),9 (0.17),←,
6,"Thomson, Adam",21y 257d,24 (14-0-10 58.33%),13 (0.54),←,
28,"Thurstans, Toby",27y 264d,90 (56-1-33 62.78%),50 (0.56),←,
1,"Tredrea, Warren",29y 132d,217 (129-2-86 59.91%),468 (2.16),←,
39,"Westhoff, Justin",21y 216d,23 (14-0-9 60.87%),38 (1.65),←,
Totals,Totals,24y 202d,1901 (1101-15-785 57.92%),1683 (0.89),,
C,"Williams, Mark",49y 257d,221 (132-2-87 60.18%),,←,
