Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",27y 102d,97 (47-2-48 49.48%),8 (0.08),←,
35,"Broad, Nathan",25y 54d,20 (16-0-4 80.00%),,←,
7,"Butler, Dan",22y 5d,35 (26-0-9 74.29%),43 (1.23),←,
22,"Caddy, Josh",25y 253d,127 (75-1-51 59.45%),124 (0.98),32 (23-0-9 71.88%),48 (1.50)
11,"Castagna, Jason",21y 331d,40 (26-0-14 65.00%),45 (1.13),←,
30,"Conca, Reece",25y 300d,98 (53-1-44 54.59%),23 (0.23),←,
9,"Cotchin, Trent",28y 62d,209 (109-2-98 52.63%),121 (0.58),←,
10,"Edwards, Shane",29y 226d,219 (103-5-111 48.17%),147 (0.67),←,
5,"Ellis, Brandon",24y 309d,143 (82-1-60 57.69%),47 (0.33),←,
6,"Grigg, Shaun",30y 50d,202 (105-2-95 52.48%),94 (0.47),159 (87-2-70 55.35%),84 (0.53)
2,"Grimes, Dylan",26y 327d,115 (69-0-46 60.00%),3 (0.03),←,
28,"Higgins, Jack",19y 81d,8 (7-0-1 87.50%),8 (1.00),←,
23,"Lambert, Kane",26y 194d,64 (40-0-24 62.50%),38 (0.59),←,
33,"McIntosh, Kamdyn",24y 66d,65 (42-0-23 64.62%),14 (0.22),←,
37,"Menadue, Connor",21y 262d,31 (17-0-14 54.84%),11 (0.35),←,
26,"Miles, Anthony",26y 100d,71 (36-0-35 50.70%),25 (0.35),61 (35-0-26 57.38%),24 (0.39)
36,"Moore, Callum",21y 278d,5 (2-0-3 40.00%),3 (0.60),←,
25,"Nankervis, Toby",23y 300d,48 (34-0-14 70.83%),17 (0.35),36 (27-0-9 75.00%),14 (0.39)
18,"Rance, Alex",28y 242d,187 (95-2-90 51.34%),9 (0.05),←,
8,"Riewoldt, Jack",29y 220d,237 (114-4-119 48.95%),565 (2.38),←,
15,"Short, Jayden",22y 135d,44 (25-0-19 56.82%),11 (0.25),←,
1,"Vlastuin, Nick",24y 50d,106 (64-0-42 60.38%),23 (0.22),←,
Totals,Totals,25y 96d,2171 (1187-20-964 54.68%),1379 (0.64),,
C,"Hardwick, Damien",45y 294d,194 (101-2-91 52.58%),,←,
