North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",21y 139d,7 (4-1-2 64.29%),6 (0.86),←,
44,"Anthony, Liam",21y 348d,9 (2-1-6 27.78%),1 (0.11),←,
33,"Campbell, Matt",22y 214d,46 (25-1-20 55.43%),53 (1.15),←,
27,"Edwards, Aaron",25y 174d,39 (21-1-17 55.13%),45 (1.15),35 (17-1-17 50.00%),43 (1.23)
11,"Firrito, Michael",25y 269d,126 (61-2-63 49.21%),23 (0.18),←,
32,"Garlett, Cruize",20y 170d,4 (1-0-3 25.00%),1 (0.25),←,
38,"Gibson, Josh",25y 163d,64 (28-1-35 44.53%),1 (0.02),←,
22,"Goldstein, Todd",21y 53d,15 (7-1-7 50.00%),11 (0.73),←,
24,"Greenwood, Levi",20y 185d,10 (2-1-7 25.00%),1 (0.10),←,
17,"Grima, Nathan",24y 18d,12 (3-1-8 29.17%),,←,
6,"Hansen, Lachlan",21y 6d,28 (12-1-15 44.64%),13 (0.46),←,
29,"Harvey, Brent",31y 101d,278 (151-3-124 54.86%),317 (1.14),←,
2,"Lower, Ed",22y 61d,33 (18-1-14 56.06%),15 (0.45),←,
1,"McIntosh, Hamish",24y 353d,78 (31-2-45 41.03%),37 (0.47),←,
42,"McMahon, Scott",23y 82d,50 (24-1-25 49.00%),23 (0.46),←,
40,"Obst, Alan",22y 96d,4 (3-0-1 75.00%),,←,
20,"Petrie, Drew",26y 312d,175 (82-3-90 47.71%),152 (0.87),←,
3,"Rawlings, Brady",28y 74d,200 (99-2-99 50.00%),59 (0.29),←,
18,"Smith, Josh",23y 171d,6 (3-0-3 50.00%),,←,
9,"Swallow, Andrew",22y 82d,61 (25-1-35 41.80%),29 (0.48),←,
16,"Thompson, Scott",23y 106d,27 (6-2-19 25.93%),,←,
36,"Watt, Shannon",28y 270d,155 (81-2-72 52.90%),9 (0.06),←,
Totals,Totals,23y 339d,1427 (689-28-710 48.28%),796 (0.56),,
C,"Crocker, Darren",42y 150d,9 (2-1-6 27.78%),,←,
