North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",22y 307d,99 (54-0-45 54.55%),13 (0.13),←,
3,"Bastinac, Ryan",24y 25d,116 (64-0-52 55.17%),64 (0.55),←,
35,"Black, Aaron",24y 230d,49 (29-0-20 59.18%),64 (1.31),←,
50,"Brown, Ben",22y 239d,23 (17-0-6 73.91%),38 (1.65),←,
10,"Cunnington, Ben",24y 17d,114 (61-0-53 53.51%),48 (0.42),←,
15,"Dal Santo, Nick",31y 145d,291 (165-5-121 57.56%),149 (0.51),31 (20-0-11 64.52%),9 (0.29)
11,"Firrito, Michael",31y 232d,245 (123-2-120 50.61%),29 (0.12),←,
27,"Garner, Taylor",21y 190d,4 (3-0-1 75.00%),2 (0.50),←,
43,"Gibson, Sam",29y 51d,75 (44-0-31 58.67%),28 (0.37),←,
22,"Goldstein, Todd",27y 16d,140 (74-1-65 53.21%),65 (0.46),←,
29,"Harvey, Brent",37y 64d,399 (216-3-180 54.51%),466 (1.17),←,
4,"Higgins, Shaun",27y 135d,144 (66-1-77 46.18%),155 (1.08),15 (8-0-7 53.33%),27 (1.80)
5,"Jacobs, Ben",23y 189d,60 (24-0-36 40.00%),8 (0.13),34 (19-0-15 55.88%),3 (0.09)
34,"Macmillan, Jamie",23y 297d,75 (42-0-33 56.00%),32 (0.43),←,
41,"Mullett, Aaron",23y 144d,50 (29-0-21 58.00%),25 (0.50),←,
9,"Swallow, Andrew",28y 45d,177 (88-1-88 50.00%),75 (0.42),←,
25,"Tarrant, Robbie",26y 83d,52 (26-0-26 50.00%),41 (0.79),←,
16,"Thompson, Scott",29y 69d,151 (72-2-77 48.34%),6 (0.04),←,
40,"Turner, Kayne",19y 198d,14 (9-0-5 64.29%),11 (0.79),←,
30,"Waite, Jarrad",32y 163d,198 (74-4-120 38.38%),275 (1.39),14 (8-0-6 57.14%),23 (1.64)
19,"Wright, Sam",25y 2d,99 (52-0-47 52.53%),56 (0.57),←,
7,"Ziebell, Jack",24y 139d,115 (57-0-58 49.57%),67 (0.58),←,
Totals,Totals,26y 119d,2690 (1389-19-1282 51.64%),1717 (0.64),,
C,"Scott, Brad",39y 75d,125 (67-0-58 53.60%),,←,
