Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
39,"Aarts, Jake",25y 253d,8 (6-0-2 75.00%),10 (1.25),←,
7,"Baker, Liam",22y 203d,33 (25-1-7 77.27%),9 (0.27),←,
21,"Balta, Noah",20y 299d,21 (14-0-7 66.67%),6 (0.29),←,
29,"Bolton, Shai",21y 253d,39 (28-1-10 73.08%),29 (0.74),←,
35,"Broad, Nathan",27y 124d,66 (51-1-14 78.03%),1 (0.02),←,
11,"Castagna, Jason",24y 36d,88 (61-1-26 69.89%),92 (1.05),←,
41,"Chol, Mabior",23y 201d,18 (14-0-4 77.78%),15 (0.83),←,
9,"Cotchin, Trent",30y 132d,242 (133-3-106 55.58%),126 (0.52),←,
34,"Graham, Jack",22y 174d,46 (36-1-9 79.35%),19 (0.41),←,
2,"Grimes, Dylan",29y 32d,163 (105-1-57 64.72%),3 (0.02),←,
23,"Lambert, Kane",28y 265d,107 (73-1-33 68.69%),66 (0.62),←,
19,"Lynch, Tom",27y 291d,168 (63-2-103 38.10%),336 (2.00),37 (26-1-10 71.62%),82 (2.22)
31,"Markov, Oleg",24y 101d,19 (8-0-11 42.11%),3 (0.16),←,
4,"Martin, Dustin",29y 52d,235 (133-3-99 57.23%),261 (1.11),←,
33,"McIntosh, Kamdyn",26y 136d,99 (66-0-33 66.67%),27 (0.27),←,
50,"Pickett, Marlion",28y 224d,11 (7-1-3 68.18%),5 (0.45),←,
8,"Riewoldt, Jack",31y 291d,274 (143-5-126 53.10%),649 (2.37),←,
17,"Rioli, Daniel",23y 123d,86 (56-1-29 65.70%),73 (0.85),←,
15,"Short, Jayden",24y 206d,83 (55-1-27 66.87%),20 (0.24),←,
20,"Soldo, Ivan",24y 125d,32 (23-1-8 73.44%),8 (0.25),←,
44,"Stack, Sydney",20y 111d,25 (16-1-8 66.00%),12 (0.48),←,
1,"Vlastuin, Nick",26y 120d,152 (97-1-54 64.14%),26 (0.17),←,
Totals,Totals,25y 220d,2015 (1213-26-776 60.20%),1796 (0.89),,
C,"Hardwick, Damien",47y 365d,243 (137-3-103 57.00%),,←,
