Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",10,2,2,12,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
22,"Bain, David",12,4,9,21,1,,,4.0,,,,,,2.0,,,,,,,,,
51,"Bell, Corey",17,1,6,23,,,,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Cameron, David",11,2,8,19,1,,,,,,,,1.0,4.0,,,,,,,,,
25,"Campbell, Matthew",8,4,2,10,1,,,2.0,,,,,,,1.0,,,,,,,,
1,"Champion, Richard",9,,6,15,,,,2.0,,,,,,1.0,,,,,,,,,
2,"Curran, Peter",9,3,6,15,3,1.0,1.0,,,,,,,2.0,,,,,,,,,
4,"Gastev, John",11,,11,22,1,3.0,1.0,3.0,,,,,2.0,1.0,,,,,,,,,
5,"Hardie, Brad",23,6,8,31,5,1.0,,2.0,,,,,2.0,1.0,2.0,,,,,,,,
9,"Ishchenko, Alex",3,4,7,10,,,19.0,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Leslie, Martin",14,5,6,20,,,,2.0,,,,,,,,,,,,,,,
19,"McLean, Michael",19,4,10,29,1,,,4.0,,,,,1.0,1.0,3.0,,,,,,,,
24,"Merrett, Roger",17,14,10,27,2,3.0,2.0,1.0,,,,,2.0,3.0,,,,,,,,,
26,"Noonan, Danny",10,2,5,15,,1.0,,,,,,,1.0,,,,,,,,,,
28,"OBrien, Cameron",10,6,4,14,6,3.0,1.0,,,,,,,1.0,,,,,,,,,
11,"Phillips, Brenton",18,3,11,29,,,,3.0,,,,,4.0,2.0,,,,,,,,,
13,"Potter, Craig",9,7,10,19,1,,1.0,4.0,,,,,1.0,1.0,,,,,,,,,
30,"Ryan, Matthew",6,2,4,10,,,,,,,,,,1.0,,,,,,,,,
23,"Schache, Laurence",7,3,4,11,3,,1.0,,,,,,,,,,,,,,,,
20,"Sim, Lachlan",13,2,5,18,,,,1.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,74,134,370,26,14.0,26.0,32.0,,,,,20.0,23.0,6.0,,,,,,,,
Opposition,Opposition,202,57,114,316,15,15.0,13.0,16.0,,,,,23.0,20.0,,,,,,,,,
