Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
15,"Abraham, Winston",20y 220d,4 (2-0-2 50.00%),11 (2.75),←,
7,"Allan, Ben",26y 204d,104 (65-0-39 62.50%),76 (0.73),6 (3-0-3 50.00%),4 (0.67)
33,"Burrows, Craig",22y 138d,6 (3-0-3 50.00%),9 (1.50),←,
24,"Burton, Matthew",24y 353d,6 (3-0-3 50.00%),2 (0.33),←,
13,"Chisholm, Scott",21y 344d,5 (2-0-3 40.00%),,←,
1,"Edwards, Scott",26y 257d,6 (3-0-3 50.00%),2 (0.33),←,
16,"Hutton, John",28y 346d,27 (7-1-19 27.78%),64 (2.37),4 (3-0-1 75.00%),12 (3.00)
38,"Jones, Anthony",20y 139d,5 (3-0-2 60.00%),,←,
11,"Kickett, Dale",27y 3d,52 (26-0-26 50.00%),40 (0.77),6 (3-0-3 50.00%),
36,"Leach, Quenton",22y 260d,5 (3-0-2 60.00%),,←,
48,"Madigan, Greg",25y 103d,42 (28-0-14 66.67%),4 (0.10),2 (1-0-1 50.00%),
9,"Mann, Peter",24y 242d,45 (21-0-24 46.67%),17 (0.38),6 (3-0-3 50.00%),5 (0.83)
43,"McGovern, Andrew",27y 30d,25 (7-1-17 30.00%),7 (0.28),5 (3-0-2 60.00%),
8,"McManus, Shaun",19y 87d,2 (1-0-1 50.00%),1 (0.50),←,
49,"Miller, Peter",26y 31d,5 (3-0-2 60.00%),7 (1.40),←,
25,"Norrish, Jason",23y 101d,25 (15-0-10 60.00%),3 (0.12),5 (3-0-2 60.00%),1 (0.20)
10,"OReilly, Stephen",22y 179d,42 (24-0-18 57.14%),5 (0.12),6 (3-0-3 50.00%),
23,"Parker, Shane",22y 78d,4 (3-0-1 75.00%),,←,
31,"Wardell-Johnson, Leigh",25y 51d,5 (3-0-2 60.00%),8 (1.60),←,
2,"Watters, Scott",26y 102d,89 (38-2-49 43.82%),26 (0.29),6 (3-0-3 50.00%),2 (0.33)
4,"Wills, Andrew",23y 124d,64 (43-0-21 67.19%),52 (0.81),5 (3-0-2 60.00%),9 (1.80)
Totals,Totals,24y 57d,568 (303-4-261 53.35%),334 (0.59),,
C,"Neesham, Gerard",40y 147d,6 (3-0-3 50.00%),,←,
