St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",25y 287d,114 (54-0-60 47.37%),29 (0.25),←,
36,"Bonner, Riley",27y 99d,107 (65-0-42 60.75%),14 (0.13),14 (5-0-9 35.71%),1 (0.07)
16,"Butler, Dan",28y 11d,136 (76-0-60 55.88%),158 (1.16),91 (45-0-46 49.45%),105 (1.15)
47,"Caminiti, Anthony",20y 188d,28 (12-0-16 42.86%),29 (1.04),←,
38,"Campbell, Tom",32y 225d,57 (19-0-38 33.33%),30 (0.53),3 (0-0-3 0.00%),
11,"Clark, Hunter",25y 80d,90 (40-1-49 45.00%),12 (0.13),←,
21,"Cordy, Zaine",27y 231d,140 (73-0-67 52.14%),20 (0.14),22 (10-0-12 45.45%),8 (0.36)
15,"Dow, Paddy",24y 242d,78 (25-0-53 32.05%),22 (0.28),5 (2-0-3 40.00%),1 (0.20)
23,"Henry, Liam",22y 291d,51 (19-1-31 38.24%),19 (0.37),8 (3-0-5 37.50%),6 (0.75)
1,"Higgins, Jack",25y 87d,113 (64-1-48 57.08%),145 (1.28),70 (34-0-36 48.57%),116 (1.66)
8,"Hill, Bradley",30y 341d,247 (143-0-104 57.89%),101 (0.41),98 (49-0-49 50.00%),22 (0.22)
3,"Jones, Zak",29y 91d,142 (72-0-70 50.70%),35 (0.25),52 (23-0-29 44.23%),12 (0.23)
12,"King, Max",23y 343d,82 (39-0-43 47.56%),159 (1.94),←,
19,"Marshall, Rowan",28y 203d,124 (57-0-67 45.97%),55 (0.44),←,
10,"Owens, Mitch",20y 264d,44 (20-0-24 45.45%),44 (1.00),←,
6,"Ross, Sebastian",31y 38d,211 (87-2-122 41.71%),36 (0.17),←,
27,"Schoenmaker, Arie",19y 159d,1 (0-0-1 0.00%),,←,
35,"Sinclair, Jack",29y 123d,178 (78-1-99 44.10%),60 (0.34),←,
9,"Steele, Jack",28y 184d,172 (75-1-96 43.90%),60 (0.35),155 (67-1-87 43.55%),51 (0.33)
44,"Wilkie, Callum",28y 96d,123 (59-0-64 47.97%),1 (0.01),←,
22,"Wilson, Darcy",18y 301d,14 (5-0-9 35.71%),10 (0.71),←,
2,"Windhager, Marcus",21y 29d,50 (23-0-27 46.00%),6 (0.12),←,
32,"Wood, Mason",30y 275d,126 (64-0-62 50.79%),117 (0.93),61 (34-0-27 55.74%),41 (0.67)
Totals,Totals,26y 39d,2428 (1169-7-1252 48.15%),1162 (0.48),,
C,"Lyon, Ross",57y 219d,343 (190-5-148 56.12%),,159 (94-4-61 60.38%),
